row_index,old_sentiment,new_sentiment,reason,issue,review_text,cleaned_review
557,positive,neutral,received_or_not_used_or_reward_review,no_issue,Tính năng nổi bật: đanh gia su Chất lượng sản phẩm: đánh giá sau Giao hang nhanh ship nhiết timhf lần sau ubgr ho cho dhkop 0:04,tính năng nổi bật đanh gia su chất lượng sản phẩm đánh giá sau giao hang nhanh ship nhiết timhf lần sau ubgr ho cho dhkop
558,neutral,negative,serious_negative_issue,product_quality,"Rất hài lòng, hình ảnh nét nhưng vì không thẻ nhớ nên sẽ phải mua gói lưu trữ đám mây. Lắp 1 cái ngoài trời đc 1 ngày, trời mưa thi thấy tịt, chưa kiểm tra lại nên tạm cho 4*",rất hài lòng hình ảnh nét nhưng vì khong thẻ nhớ nên sẽ phải mua gói lưu trữ đám mây lắp 1 cái ngoài trời duoc 1 ngày trời mưa thi thấy tịt chưa kiểm tra lại nên tạm cho 4 sao
566,negative,neutral,mixed_or_mild_issue_neutral_overall,wrong_missing_item,"Thấy cũng ok, nhưng sao shop không giao cục nguồn rồi lấy gì kết nối ? 0:16",thấy cũng ok nhưng sao shop khong giao cục nguồn rồi lấy gì kết nối sao
568,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,"Cam phù hợp vs gia đình, chạy khá ổn,ủng hộ shop dài dài.......",cam phù hợp voi gia đình chạy khá ổn ủng hộ shop dài dài
574,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Hàng đẹp, cấu hình dễ dàng. Đây là lần thứ hai mình mua cái HD720, lần này mua thêm camera ngoài trời dùng thử thì lúc chạy phát ra tiếng ""ợp ợp"" khe khẽ.",hàng đẹp cấu hình dễ dàng đây là lần thứ hai mình mua cái hd720 lần này mua thêm camera ngoài trời dùng thử thì lúc chạy phát ra tiếng ợp ợp khe khẽ
576,positive,neutral,received_or_not_used_or_reward_review,no_issue,Lắp đặt ok còn độ bền thì phải dùng thử đã.,lắp đặt ok còn độ bền thì phải dùng thử đã
584,negative,neutral,mixed_or_mild_issue_neutral_overall,product_attribute,Chỉ có 1 râu là thật còn 1 râu làm cảnh. Trc mắt thấy chạy bình thường Chắc chắn đây là hàng feck rồi,chỉ có 1 râu là thật còn 1 râu làm cảnh trc mắt thấy chạy bình thường chắc chắn đây là hàng feck rồi
592,neutral,positive,positive_overall,no_issue,"đã lắp đặt, tạm thời hài lòng với sản phẩm",đã lắp đặt tạm thời hài lòng với sản phẩm
601,neutral,negative,serious_negative_issue,product_quality,"Hình ảnh ở mức tạm được, ko nét cho lắm dù gần modem wifi . dc cái dễ lắp và cài đặt. 0:08",hình ảnh ở mức tạm duoc khong nét cho lắm dù gần modem wifi duoc cái dễ lắp và cài đặt
603,positive,neutral,received_or_not_used_or_reward_review,no_issue,Tính năng nổi bật: ok Hình ảnh và video chỉ mang tính chất để mang tính chất nhận xu,tính năng nổi bật ok hình ảnh và video chỉ mang tính chất để mang tính chất nhận xu
613,negative,neutral,mixed_or_mild_issue_neutral_overall,seller_service,"Camera ngon trong tầm giá, nhưng shop phản hồi chậm khi thắc mắc về phần mềm cài đặt !",camera ngon trong tầm giá nhưng shop phản hồi chậm khi thắc mắc về phần mềm cài đặt
615,positive,neutral,received_or_not_used_or_reward_review,no_issue,Tính năng nổi bật: Theo dõi Chất lượng sản phẩm: tốt tốt Hình ảnh và video chỉ mang tính chất nhận xu thôi nha :),tính năng nổi bật theo dõi chất lượng sản phẩm tốt tốt hình ảnh và video chỉ mang tính chất nhận xu thôi nha
617,neutral,negative,serious_negative_issue,packaging,Đóng gói ẩu. Hàng gãy dâu. Máy là lắp lại vẫn ok,đóng gói ẩu hàng gãy dâu máy là lắp lại vẫn ok
622,neutral,negative,serious_negative_issue,product_quality,Chất lượng sản phẩm: tamj on Tính năng nổi bật: ko biết Ko nét lắm hơi to cồng kềnh thiết lập camera đơn giản ok,chất lượng sản phẩm tamj on tính năng nổi bật khong biết khong nét lắm hơi to cồng kềnh thiết lập camera đơn giản ok
629,neutral,negative,serious_negative_issue,product_quality,Nút reset lại hơi khó bấm mãi mới được ...,nút reset lại hơi khó bấm mãi mới duoc
630,neutral,negative,serious_negative_issue,product_quality,Sản phẩm xài được . Giao hàng sản phẩm bị móp méo ở ngoài tuy nhiên camera ok,sản phẩm xài duoc giao hàng sản phẩm bị móp méo ở ngoài tuy nhiên camera ok
636,neutral,negative,serious_negative_issue,product_quality,"Gặp trục trặc tí trong vấn đề kết nối , cứ báo lỗi hoài , nhưng cuối cùng cũng kết nối đc , liên hệ shop hơi khó tí về việc hỗ trợ , ko đc nhiệt tình lắm , cứ bảo lên mạng tìm clip HD về cách lắp đặt . Hình ảnh từ camera tốt , trong và rõ.",gặp trục trặc tí trong vấn đề kết nối cứ báo lỗi hoài nhưng cuối cùng cũng kết nối duoc liên hệ shop hơi khó tí về việc hỗ trợ khong duoc nhiệt tình lắm cứ bảo lên mạng tìm clip hd về cách lắp đặt hình ảnh từ camera tốt trong và rõ
638,neutral,negative,serious_negative_issue,packaging,"Hàng mới lắp thấy sd ok ,nét đẹp ,độ bền thì phải chờ time xác nhận ,mỗi tội đóng hộp sơ xài ,bẹp móp đủ kiểu ,tv hỗ trợ thì chậm ,từ hôm trước đến tận hôm sau mí trả lời thì còn tv cái gì ,nói chung là sp ok ,sẽ ủng hộ shop",hàng mới lắp thấy sd ok nét đẹp độ bền thì phải chờ time xác nhận mỗi tội đóng hộp sơ xài bẹp móp đủ kiểu tv hỗ trợ thì chậm từ hôm trước đến tận hôm sau mí trả lời thì còn tv cái gì nói chung là san pham ok sẽ ủng hộ shop
650,neutral,negative,serious_negative_issue,product_quality,Cam k nét như các sản phẩm trước đây,cam khong nét như các sản phẩm trước đây
659,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Đúng với mô tả: tạm, xài được bao lâu thì chưa biết Shop giao hàng và đóng gói cẩn thận",đúng với mô tả tạm xài duoc bao lâu thì chưa biết shop giao hàng và đóng gói cẩn thận
661,neutral,negative,serious_negative_issue,product_quality,"Độ mạnh: ok Thời lượng pin: đang kiểm chứng Chất liệu: tạm ổn Cũng may còn xài được,hàng vận chuyển mấy a shiper ném mạnh móp méo hết trơn 0:17",độ mạnh ok thời lượng pin đang kiểm chứng chất liệu tạm ổn cũng may còn xài duoc hàng vận chuyển mấy a shiper ném mạnh móp méo hết trơn
670,negative,neutral,received_or_not_used_or_reward_review,product_quality,"mới nhận hàng mà hàng đã như vậy rồi, chưa sử dụng nên chưa biết có ok không",mới nhận hàng mà hàng đã như vậy rồi chưa sử dụng nên chưa biết có ok khong
682,neutral,negative,serious_negative_issue,product_attribute,Quạt chỉ đứng im chỗ ko có nút xoay tự động. Nên cũng ko tiện,quạt chỉ đứng im chỗ khong có nút xoay tự động nên cũng khong tiện
686,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,Tam ổn chế độ 1 kg sử dung đc,tam ổn chế độ 1 kg sử dung duoc
710,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,"Chất lượng sản phẩm: pin yếu, sạc đầy mà đang quạt hụt hơi, xong lên lại yếu Tạm được",chất lượng sản phẩm pin yếu sạc đầy mà đang quạt hụt hơi xong lên lại yếu tạm duoc
711,neutral,negative,serious_negative_issue,product_attribute,"Tàm tạm thôi. Thiết kế chỉ để xài khi mất điện, chứ k vừa xài vừa sạc được đâu. Cánh quạt bằng kim loại, hơi ghê. Shop đóng hàng khá cẩu thả nữa.",tàm tạm thôi thiết kế chỉ để xài khi mất điện chứ khong vừa xài vừa sạc duoc đâu cánh quạt bằng kim loại hơi ghê shop đóng hàng khá cẩu thả nữa
712,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,Chất lượng sản phẩm: kém Đúng với mô tả: yes Quạt hoàng thiện quá kém nhưng vẫn sài đc,chất lượng sản phẩm kém đúng với mô tả yes quạt hoàng thiện quá kém nhưng vẫn sài duoc
727,neutral,negative,serious_negative_issue,packaging,Quạt mạnh nhưng giao về là thùng giấy carton bình thường không phải thùng của quạt nên chả biết nhãn mác xuất xứ gì cả. nhìn cuc pin cũng chả biết có phải 10 cell không. Mỗi lần sạc pin phải tháo ra khá phiền vì nó nặng 0:05,quạt mạnh nhưng giao về là thùng giấy carton bình thường khong phải thùng của quạt nên chả biết nhãn mác xuất xứ gì cả nhìn cuc pin cũng chả biết có phải 10 cell khong mỗi lần sạc pin phải tháo ra khá phiền vì nó nặng
738,neutral,negative,serious_negative_issue,product_quality,"Đúng với mô tả: cx cx Chất lượng sản phẩm: tạm 3/5 làm bằng nhựa ghép đép lại nhìn hơi mất thẩm mĩ Ờm so với giá cx chấp nhận, quên đọc mô tả nên nhân về hơi bất ngờ tại nó hơi nhỏ vs nút bấm hơi mệt nói chung so vs giá thì như v cx ok 0:15 1 tc67141avd",đúng với mô tả cx cx chất lượng sản phẩm tạm 3 5 làm bằng nhựa ghép đép lại nhìn hơi mất thẩm mĩ ờm so với giá cx chấp nhận quên đọc mô tả nên nhân về hơi bất ngờ tại nó hơi nhỏ voi nút bấm hơi mệt nói chung so voi giá thì như v cx ok
743,neutral,negative,serious_negative_issue,product_quality,"Chất lượng sản phẩm: cx đc Đúng với mô tả: đúng Giao hàng về hộp móp, mới mở mà hình led đã bị xước, tui không bíc làm sao để móc dây vào luôn, giao hàng lâu",chất lượng sản phẩm cx duoc đúng với mô tả đúng giao hàng về hộp móp mới mở mà hình led đã bị xước tui khong bíc làm sao để móc dây vào luôn giao hàng lâu
746,neutral,negative,serious_negative_issue,product_quality,"Chất lượng sản phẩm: tốt Đúng với mô tả: chưa hoàn toàn quạt mát, pin cũng trâu, nhưng mình chỉ cho 3 sao vì một vài điểm ko giống trong ảnh. Ko biết vì mình săn đc với giá 0đ nên shop lại gửi sản phẩm ko đúng như trong hình như vậy hay vì lí do khác.",chất lượng sản phẩm tốt đúng với mô tả chưa hoàn toàn quạt mát pin cũng trâu nhưng mình chỉ cho 3 sao vì một vài điểm khong giống trong ảnh khong biết vì mình săn duoc với giá 0đ nên shop lại gửi sản phẩm khong đúng như trong hình như vậy hay vì lí do khác
757,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,"Đúng với mô tả: đúng Chất lượng sản phẩm: đúng Mọi thứ đều đúng noại trừ pin , sạc 100%pin dùng đc 30 phút ko bt nói j hơn nhưng cũng may là giá rẻ",đúng với mô tả đúng chất lượng sản phẩm đúng mọi thứ đều đúng noại trừ pin sạc 100 pin dùng duoc 30 phút khong bt nói j hơn nhưng cũng may là giá rẻ
769,neutral,negative,serious_negative_issue,wrong_missing_item,Quạt dùng tạm được nhưng thấy bị thiếu dây treo quạt. Có các nấc để bật các chế độ. Quà sinh nhật cho con gái rất thích 0:04,quạt dùng tạm duoc nhưng thấy bị thiếu dây treo quạt có các nấc để bật các chế độ quà sinh nhật cho con gái rất thích
781,negative,neutral,received_or_not_used_or_reward_review,product_quality,"Quạt mát nhưng mùi khét lẹt, pin chưa dùng lâu nên không rõ được bao lâu",quạt mát nhưng mùi khét lẹt pin chưa dùng lâu nên khong rõ duoc bao lâu
782,negative,neutral,received_or_not_used_or_reward_review,product_quality,"Xài đc xíu là hết pin. Chán Giao hành nhanh, đúng mẫu mã. Hình ảnh mang tính nhận xu",xài duoc xíu là hết pin chán giao hành nhanh đúng mẫu mã hình ảnh mang tính nhận xu
790,negative,neutral,received_or_not_used_or_reward_review,product_quality,Quạt mua về chưa sử dụng đã ko chạy shop bán hàng mất uy tín,quạt mua về chưa sử dụng đã khong chạy shop bán hàng mất uy tín
801,neutral,negative,serious_negative_issue,packaging,"Đúng với mô tả: đúng Chất lượng sản phẩm: bth Hộp bị méo,nút bấm bị lõm,chai pin nhanh nói chung sẽ mua lại",đúng với mô tả đúng chất lượng sản phẩm bth hộp bị méo nút bấm bị lõm chai pin nhanh nói chung sẽ mua lại
809,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,"Chất liệu: binh thuong SP bình thường. Hiệu năng không cao, mua cho trẻ con chơi",chất liệu binh thuong san pham bình thường hiệu năng khong cao mua cho trẻ con chơi
817,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,Đúng với hình ảnh nhưng quạt hơi yếu từ 100suống đế 70 lại hết mình nhanh,đúng với hình ảnh nhưng quạt hơi yếu từ 100suống đế 70 lại hết mình nhanh
821,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,Chất liệu: chat lieu on ap Giá đỡ: gió k mạnh lắm pin nhanh hết Kích thước: nói chung so vs giá này thì k đồi hỏi nhìu,chất liệu chat lieu on ap giá đỡ gió khong mạnh lắm pin nhanh hết kích thước nói chung so voi giá này thì khong đồi hỏi nhìu
824,neutral,negative,serious_negative_issue,product_attribute,Đúng với mô tả: sai màu sắc Ok,đúng với mô tả sai màu sắc ok
846,neutral,negative,serious_negative_issue,product_quality,"Đúng với mô tả: cũng được Chất lượng sản phẩm: màu đẹp , nhỏ, nhẹ mới thử bật lên mới có một tí tuộc pin nhanh sau đó tắc tối thui bật ko nên , và đã sạc pin để xem lại coi có vấn đề gì ko 0:44",đúng với mô tả cũng duoc chất lượng sản phẩm màu đẹp nhỏ nhẹ mới thử bật lên mới có một tí tuộc pin nhanh sau đó tắc tối thui bật khong nên và đã sạc pin để xem lại coi có vấn đề gì khong
847,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,"Tôi thề là cái quạt yếu vãi :))) thật sự luôn, nma thôi chắc dùng cũng đc 0:04",tôi thề là cái quạt yếu vãi thật sự luôn nma thôi chắc dùng cũng duoc
848,positive,neutral,mixed_or_mild_issue_neutral_overall,product_quality,"Giao hàng nhanh nhưng kiểm tra thân quạt có vết trầy xước, lần sau shop chú ý chút nha. Máy test quạt cũng ok .",giao hàng nhanh nhưng kiểm tra thân quạt có vết trầy xước lần sau shop chú ý chút nha máy test quạt cũng ok
852,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,Chất lượng sản phẩm: cũng đc Xem xét lại trc khi mua Hau pin,chất lượng sản phẩm cũng duoc xem xét lại trc khi mua hau pin
861,negative,neutral,mixed_or_mild_issue_neutral_overall,product_attribute,Sz không khớp với người đặt hàng. Chất liệu bình thường. Hàng để trong túi zip nên k bị ẩm 0:08,sz khong khớp với người đặt hàng chất liệu bình thường hàng để trong túi zip nên khong bị ẩm
863,negative,neutral,mixed_or_mild_issue_neutral_overall,product_attribute,"Màu sắc: ổn Đúng với mô tả: 80% Chất liệu: khá thô, không co dãn, nhìn hơi xù xù cũ cũ size nhỏ, chật ních dù bình thường mua cùng size mặc thoải mái, nên mua loại khác giá chỉ nhỉnh hơn xíu nhưng thấy ok hơn nhiều 0:05",màu sắc ổn đúng với mô tả 80 chất liệu khá thô khong co dãn nhìn hơi xù xù cũ cũ size nhỏ chật ních dù bình thường mua cùng size mặc thoải mái nên mua loại khác giá chỉ nhỉnh hơn xíu nhưng thấy ok hơn nhiều
868,negative,neutral,mixed_or_mild_issue_neutral_overall,product_attribute,Size 36 mà như 34. Vải mỏng mỏng chun kiểu nhão nhão. Đúng là tiền nào của nấy 0:26,size 36 mà như 34 vải mỏng mỏng chun kiểu nhão nhão đúng là tiền nào của nấy
871,negative,neutral,mixed_or_mild_issue_neutral_overall,product_attribute,"Chất lượng sản phẩm: chan Đúng với mô tả: x Cảm own 𝓢𝓱𝓸𝓹 , 𝓢𝓱𝓸𝓹 giao đủ hàng, gói hàng tạm ổn . Áo quá chật , sz áo này phải là 34A",chất lượng sản phẩm chan đúng với mô tả x cảm own shop shop giao đủ hàng gói hàng tạm ổn áo quá chật sz áo này phải là 34a
877,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,"Đúng với mô tả: ok Chất lượng sản phẩm: o Màu đen có vẻ ok hơn những màu khác ý, màu xám hơi mỏng, giao hàng nhanh",đúng với mô tả ok chất lượng sản phẩm o màu đen có vẻ ok hơn những màu khác ý màu xám hơi mỏng giao hàng nhanh
884,neutral,negative,serious_negative_issue,spam_irrelevant,"[QC] Tặng bộ ưu đãi đến 100K từ Be (2 mã giảm giá beBike + beCar) khi mua gói FB15K (15.000đ/7 ngày có tối đa 25GB truy cập Facebook và nhắn tin qua Messenger). Gói cước gia hạn sau 7 ngày. Đăng ký tại https://myvt.page.link/fb15k . Chi tiết LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199. Mua về ch gì đã rách quai r",qc tặng bộ ưu đãi đến 100k từ be 2 mã giảm giá bebike becar khi mua gói fb15k 15 000đ 7 ngày có tối đa 25gb truy cập facebook và nhắn tin qua messenger gói cước gia hạn sau 7 ngày đăng ký tại chi tiết lh 198 0đ từ chối qc soạn tc3 gửi 199 mua về ch gì đã rách quai r
889,negative,neutral,mixed_or_mild_issue_neutral_overall,product_attribute,"Đúng với mô tả: tạm Chất lượng sản phẩm: 😕 Mình có yêu cầu hoàn trả hàng do mình theo số đo bảng size của shop đưa nhưng bị kích mang không vừa, nhưng không được hoàn trả, khá bất lực, chất cũng tạm, có điều bị mỏng. Ai sợ lộ thì mua loài khác dày hơn tí đi, chư này thấy mỏng nhé",đúng với mô tả tạm chất lượng sản phẩm mình có yêu cầu hoàn trả hàng do mình theo số đo bảng size của shop đưa nhưng bị kích mang khong vừa nhưng khong duoc hoàn trả khá bất lực chất cũng tạm có điều bị mỏng ai sợ lộ thì mua loài khác dày hơn tí đi chư này thấy mỏng nhé
898,negative,neutral,mixed_or_mild_issue_neutral_overall,product_attribute,Chấp nhận mất ship đổi trả hành cũng đc . Nhưng còn phải ra bưu điện gửi hàng phức tạp quáaaa. Áo quá bé k nghĩ bé vậy luôn á. Nhà k có ai người bé để mà cho luôn,chấp nhận mất ship đổi trả hành cũng duoc nhưng còn phải ra bưu điện gửi hàng phức tạp quáaaa áo quá bé khong nghĩ bé vậy luôn á nhà khong có ai người bé để mà cho luôn
899,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,"Quần thì tạm được mặc ok với giá tiền đó k đòi hỏi gì nhiều Nhưng áo thì mỏng như bra, mặc rất ngứa mặc dù mình đã giặt rồi Sẽ k mua thêm lần nào nữa",quần thì tạm duoc mặc ok với giá tiền đó khong đòi hỏi gì nhiều nhưng áo thì mỏng như bra mặc rất ngứa mặc dù mình đã giặt rồi sẽ khong mua thêm lần nào nữa
918,neutral,negative,serious_negative_issue,product_attribute,"Ảnh và video nhận su giao đủ hàng giao nhanh giá mềm. Áo form nhỏ xíu, mặc chật ních. Mấy mẫu kia cùng size thì vừa 0:04",ảnh và video nhận su giao đủ hàng giao nhanh giá mềm áo form nhỏ xíu mặc chật ních mấy mẫu kia cùng size thì vừa
944,neutral,negative,serious_negative_issue,product_quality,"Chất lượng sản phẩm: bị trầy xước , ko đẹp nhưng tạm chấp nhận",chất lượng sản phẩm bị trầy xước khong đẹp nhưng tạm chấp nhận
950,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,Đúng với mô tả: đúng Chất lượng sản phẩm: bình thường 4 cái thì vỡ mất 1 cái,đúng với mô tả đúng chất lượng sản phẩm bình thường 4 cái thì vỡ mất 1 cái
960,neutral,negative,serious_negative_issue,spam_irrelevant,"đen tiếng Việt thì cụm từ sẽ gầy chính là việc dự báo về một trạng thái cơ thể trong thời gian tới. Từ sẽ là từ ý chỉ tương lai và từ gầy là trạng thái cơ thể đối lập so với mập. Khi đó, sẽ gầy sẽ được hiểu là một ai đó đang nỗ lực để khiến bản thân nhẹ cân đi. https://meta.vn › hotro › se-gay-la-g.",đen tiếng việt thì cụm từ sẽ gầy chính là việc dự báo về một trạng thái cơ thể trong thời gian tới từ sẽ là từ ý chỉ tương lai và từ gầy là trạng thái cơ thể đối lập so với mập khi đó sẽ gầy sẽ duoc hiểu là một ai đó đang nỗ lực để khiến bản thân nhẹ cân đi hotro se gay la g
1040,neutral,negative,serious_negative_issue,product_attribute,Đúng với mô tả: sai với mô tả nhé mng mong shop xem sét lại e cố né mẫu này vì k thích còn giao lộn:( Khá tốt mà hình như da chưa thích ứng nên hơi kì,đúng với mô tả sai với mô tả nhé mng mong shop xem sét lại e cố né mẫu này vì khong thích còn giao lộn khá tốt mà hình như da chưa thích ứng nên hơi kì
1053,negative,neutral,mixed_or_mild_issue_neutral_overall,product_attribute,Đúng với mô tả: hơi khác Chất lượng sản phẩm: bình thường Bóng ko có những đường vân như trên ảnh,đúng với mô tả hơi khác chất lượng sản phẩm bình thường bóng khong có những đường vân như trên ảnh
1055,negative,neutral,mixed_or_mild_issue_neutral_overall,product_quality,Đúng với mô tả: ok Chất lượng sản phẩm: ok Nhưng nó bị r một lỗ ko b có đá được ko mà ko có ống bôm làm sao bôm 😒,đúng với mô tả ok chất lượng sản phẩm ok nhưng nó bị r một lỗ khong b có đá duoc khong mà khong có ống bôm làm sao bôm
1060,neutral,negative,serious_negative_issue,product_quality,"Đúng với mô tả: banh lỗi Chất lượng sản phẩm: bung chỉ,lủng không sài được Không chất lượng",đúng với mô tả banh lỗi chất lượng sản phẩm bung chỉ lủng khong sài duoc khong chất lượng
1228,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,Chất lượng sản phẩm: ok Sản phẩm tạm ổn Dùng dán treo mấy đồ nhẹ thì okla Hình ảnh và video chỉ mang tính chất nhận xuuu 0:05,chất lượng sản phẩm ok sản phẩm tạm ổn dùng dán treo mấy đồ nhẹ thì okla hình ảnh và video chỉ mang tính chất nhận xuuu
1233,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Đã nhận được hàng, giao nhanh đóng gói chắc chắn, canh sale nên khá rẻ. Hàng đẹp rất hài lòng. Hình ảnh và clip chỉ mang tính chất nhận xu.",đã nhận duoc hàng giao nhanh đóng gói chắc chắn canh sale nên khá rẻ hàng đẹp rất hài lòng hình ảnh và clip chỉ mang tính chất nhận xu
1247,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Sản phẩm chất lượng , rẻ nhưng rất tốt , chất lượng hơn cả giá tiền bỏ ra . Mọi người nên mua dùng thử để trải nghiệm . Shop giao hàng nhanh , shipper thân thiện , mình sẽ ủng hộ shop dài dài , mọi người nên mua ạ 0:17",sản phẩm chất lượng rẻ nhưng rất tốt chất lượng hơn cả giá tiền bỏ ra mọi người nên mua dùng thử để trải nghiệm shop giao hàng nhanh shipper thân thiện mình sẽ ủng hộ shop dài dài mọi người nên mua ạ
1248,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Chất lượng sản phẩm: tốt Shop giao hàng nhanh 3 ngày nhận đc hàng , Hình ảnh mang tính nhận xu 0:11",chất lượng sản phẩm tốt shop giao hàng nhanh 3 ngày nhận duoc hàng hình ảnh mang tính nhận xu
1253,neutral,negative,serious_negative_issue,no_issue,"lúc đầu dán ngu xíu vẫn gỡ ra dán lại được, thấy keo cũng chắc á mn mà hong biết được tới khi nào 🥲🥲 0:04",lúc đầu dán ngu xíu vẫn gỡ ra dán lại duoc thấy keo cũng chắc á moi nguoi mà khong biết duoc tới khi nào
1259,positive,neutral,received_or_not_used_or_reward_review,no_issue,Giao hàng nhanh Đóng gói chắc chắn Đủ mẫu Chưa dùng thử Hy vọng chắc chắn 0:05,giao hàng nhanh đóng gói chắc chắn đủ mẫu chưa dùng thử hy vọng chắc chắn
1272,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Giao hàng nhanh, dán tường chắc chắn, bền hay không thì chưa biết nhưng trước mắt thấy khá ok 0:05",giao hàng nhanh dán tường chắc chắn bền hay khong thì chưa biết nhưng trước mắt thấy khá ok
1282,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,Chất lượng sản phẩm: tam duoc Dán được nhưng chủ treo đồ nhẹ. Đóng gói cẩn thận. Giao hàng nhanh 0:08,chất lượng sản phẩm tam duoc dán duoc nhưng chủ treo đồ nhẹ đóng gói cẩn thận giao hàng nhanh
1288,neutral,negative,serious_negative_issue,product_quality,"Chuẩn bị hàng nhanh, móc nhựa dáng tường mỏng manh không biết có chịu được lực 10kg như giới thiệu. 0:42",chuẩn bị hàng nhanh móc nhựa dáng tường mỏng manh khong biết có chịu duoc lực 10kg như giới thiệu
1291,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,"Nhận đủ số lượng, cảm giác hơi mỏng xíu, gói hàng tạm ổn, giao hàng nhanh 0:04",nhận đủ số lượng cảm giác hơi mỏng xíu gói hàng tạm ổn giao hàng nhanh
1294,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,"Móc dính ổn, để gián trên tường OK, chất lượng phù hợp với giá bán. Nói chung OK. Thanks Shop 0:05",móc dính ổn để gián trên tường ok chất lượng phù hợp với giá bán nói chung ok thanks shop
1301,neutral,negative,serious_negative_issue,product_quality,Móc đồ nhẹ thì ok chứ đồ trên 1kg thì dễ bị rớt bung ạ kdn js d js knb 0:05,móc đồ nhẹ thì ok chứ đồ trên 1kg thì dễ bị rớt bung ạ kdn js d js knb
1302,neutral,negative,serious_negative_issue,spam_irrelevant,"Lần đầu tiên săn đc mã freeship 0đ trên shopee và mua đc 1 đống món cho gia đình với deal chỉ 1k 2k tất cả chưa đến 30k, rất tiết kiệm cho gia đình vào mùa dịch này. Rất cảm ơn shopee rất nhiều đã tạo điều kiện cho ng bán và ng mua ❤️❤️ 0:06",lần đầu tiên săn duoc mã freeship 0đ trên shopee và mua duoc 1 đống món cho gia đình với deal chỉ 1k 2k tất cả chưa đến 30k rất tiết kiệm cho gia đình vào mùa dịch này rất cảm ơn shopee rất nhiều đã tạo điều kiện cho ng bán và ng mua
1314,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Đã nhận được hàng, thấy giá rẻ hơn so với giá thị trường ngoài nhiều. Chưa dùng thử nên chưa biết chất lượng. Dùng chất lượng sẽ ủng hộ shop lần sau 0:04",đã nhận duoc hàng thấy giá rẻ hơn so với giá thị trường ngoài nhiều chưa dùng thử nên chưa biết chất lượng dùng chất lượng sẽ ủng hộ shop lần sau
1320,neutral,negative,serious_negative_issue,product_quality,"Móc ổn, chỉ xài tốt với bề mặt trơn, còn dán tường thì chịu không hề dính xíu nào 0:11",móc ổn chỉ xài tốt với bề mặt trơn còn dán tường thì chịu khong hề dính xíu nào
1327,positive,neutral,received_or_not_used_or_reward_review,no_issue,"Giá khá rẻ Ban đầu nhìn ok, chưa biết độ bám dính thế nào......",giá khá rẻ ban đầu nhìn ok chưa biết độ bám dính thế nào
1330,neutral,negative,serious_negative_issue,packaging,"Giao hàng nhanh, đóng gói không biết có kỹ không nhưng khi nhận hàng thì thấy rách không biết do vận chuyển hay gì mở ra thì thấy ẩm ướt. Nhưng không sao chỉ có sáp hoa thơm bị mở bể ra như đã qua sử dụng ý. Hi vọng lần sau shop có thể gói kỹ hơn chút. 0:38",giao hàng nhanh đóng gói khong biết có kỹ khong nhưng khi nhận hàng thì thấy rách khong biết do vận chuyển hay gì mở ra thì thấy ẩm ướt nhưng khong sao chỉ có sáp hoa thơm bị mở bể ra như đã qua sử dụng ý hi vọng lần sau shop có thể gói kỹ hơn chút
1337,positive,neutral,mixed_or_mild_issue_neutral_overall,no_issue,Này m từng xài rồi nên ko có gì chê cả. Dán ở đâu cũng đc.,này m từng xài rồi nên khong có gì chê cả dán ở đâu cũng duoc
1348,neutral,negative,serious_negative_issue,product_attribute,Hàng nhận khác ảnh shop đăng nên không biết chất lượng có tốt như loại kia không. Shop giao đủ hàng. Thời gian giao hàng nhanh. 0:04,hàng nhận khác ảnh shop đăng nên khong biết chất lượng có tốt như loại kia khong shop giao đủ hàng thời gian giao hàng nhanh
