synthetic_id,page,review_text,cleaned_review,sentiment,issue,source
neutral_gen_0019,0,"Đã nhận áo, đủ số lượng, mới nhận nên chưa đánh giá được nhiều 0:15",đã nhận áo đủ số lượng mới nhận nên chưa đánh giá duoc nhiều 0 15,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0020,0,Màu sắc: vàng nhạt Chất liệu: inox Đúng với mô tả: đúng tương đối. Mới nhận nên chưa dùng 0:06,màu sắc vàng nhạt chất liệu inox đúng với mô tả đúng tương đối mới nhận nên chưa dùng 0 06,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0021,0,"mình mua thử kẹp tóc, kích thước nhìn cũng vừa, để dùng thêm rồi đánh giá sau đánh giá tạm vậy",mình mua thử kẹp tóc kích thước nhìn cũng vừa để dùng thêm rồi đánh giá sau đánh giá tạm vậy,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0022,0,"Mua thử theo deal, nhận hàng rồi nhưng chưa sử dụng nha",mua thử theo deal nhận hàng rồi nhưng chưa sử dụng nha,neutral,price_value,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0023,0,"Gói hàng đủ lớp cơ bản, nhận hàng bt 0:15",gói hàng đủ lớp cơ bản nhận hàng bt 0 15,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0024,0,"Giày màu xám, size hơi rộng, nhìn ngoài bình thường, chưa thử lâu hình ảnh minh họa",giày màu xám size hơi rộng nhìn ngoài bình thường chưa thử lâu hình ảnh minh họa,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0025,0,mới nhận hàng nên chỉ kiểm tra bên ngoài màu nhìn ngoài hơi khác ánh sáng 0:15,mới nhận hàng nên chỉ kiểm tra bên ngoài màu nhìn ngoài hơi khác ánh sáng 0 15,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0026,0,"Sản phẩm dùng tạm được, chưa biết lâu dài có ổn không 0:06",sản phẩm dùng tạm duoc chưa biết lâu dài có ổn khong 0 06,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0027,0,"vừa mở gói ra xem nên chỉ kiểm tra bên ngoài, kích thước nhìn cũng vừa",vừa mở gói ra xem nên chỉ kiểm tra bên ngoài kích thước nhìn cũng vừa,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0028,0,"Đã nhận kem dưỡng, đủ số lượng, mình sẽ cập nhật nếu có vấn đề cho 4 sao trước nha",đã nhận kem dưỡng đủ số lượng mình sẽ cập nhật nếu có vấn đề cho 4 sao trước nha,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0029,0,"nhận được chiều nay nên chỉ kiểm tra bên ngoài, bao bì nhìn bình thường",nhận duoc chiều nay nên chỉ kiểm tra bên ngoài bao bì nhìn bình thường,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0030,0,"Sản phẩm tới nơi rồi, mới xem qua nên chưa rõ, tạm đánh giá trung bình tạm để 4 sao ạ",sản phẩm tới nơi rồi mới xem qua nên chưa rõ tạm đánh giá trung bình tạm để 4 sao ạ,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0031,0,"Sản phẩm tới nơi rồi, hiện tại thấy tạm ổn, tạm đánh giá trung bình cho 4 sao trước",sản phẩm tới nơi rồi hiện tại thấy tạm ổn tạm đánh giá trung bình cho 4 sao trước,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0032,0,"Thời gian giao hàng bình thường, mình mới nhận nên chưa đánh giá sản phẩm",thời gian giao hàng bình thường mình mới nhận nên chưa đánh giá sản phẩm,neutral,shipping_delivery,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0033,0,"Hàng nhận đủ, cầm lên thấy ở mức ổn, chưa dùng thực tế tạm để 4 sao 0:06",hàng nhận đủ cầm lên thấy ở mức ổn chưa dùng thực tế tạm để 4 sao 0 06,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0034,0,"đúng mẫu đặt, màu vàng nhạt, mình mới kiểm tra sơ nên đánh giá tạm nhé",đúng mẫu đặt màu vàng nhạt mình mới kiểm tra sơ nên đánh giá tạm nhé,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0035,0,"vừa nhận hôm qua nên chỉ kiểm tra bên ngoài, giống ảnh khoảng tương đối nhé",vừa nhận hôm qua nên chỉ kiểm tra bên ngoài giống ảnh khoảng tương đối nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0036,0,"Mới dùng thử quần một lần, cảm giác bình thường, chưa kết luận được ạ",mới dùng thử quần một lần cảm giác bình thường chưa kết luận duoc ạ,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0037,0,Màu sắc: đỏ Chất liệu: cotton Đúng vs mô tả: chưa chắc lắm. Mới nhận nên chưa dùng,màu sắc đỏ chất liệu cotton đúng vs mô tả chưa chắc lắm mới nhận nên chưa dùng,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0038,0,Thời gian giao hàng bình thường mình mới nhận nên chưa đánh giá sản phẩm thôi,thời gian giao hàng bình thường mình mới nhận nên chưa đánh giá sản phẩm thôi,neutral,shipping_delivery,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0039,0,"Hàng nhận đủ, kích thước nhìn cũng vừa, chưa dùng thực tế đánh giá tạm vậy 0:15",hàng nhận đủ kích thước nhìn cũng vừa chưa dùng thực tế đánh giá tạm vậy 0 15,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0040,0,"Hàng nhận đủ, màu nhìn ngoài hơi khác ánh sáng, chưa dùng thực tế đánh giá tạm vậy thôi",hàng nhận đủ màu nhìn ngoài hơi khác ánh sáng chưa dùng thực tế đánh giá tạm vậy thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0041,0,"Sờ thử thấy chất lượng ở mức trung bình, chưa test kỹ nên tạm đánh giá vậy",sờ thử thấy chất lượng ở mức trung bình chưa test kỹ nên tạm đánh giá vậy,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0042,0,"Mới dùng thử kem dưỡng một lần, cảm giác bình thường, chưa kết luận được nha",mới dùng thử kem dưỡng một lần cảm giác bình thường chưa kết luận duoc nha,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0043,0,kích thước s chất liệu kim loại cảm nhận ban đầu bình thường nha,kích thước s chất liệu kim loại cảm nhận ban đầu bình thường nha,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0044,0,"Đã nhận dây đeo, đủ số lượng, cần dùng thêm mới biết có bền không đánh giá tạm vậy nhé",đã nhận dây đeo đủ số lượng cần dùng thêm mới biết có bền khong đánh giá tạm vậy nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0045,0,"Thời gian giao ở mức chấp nhận được, hàng nhận đủ, chưa dùng thôi",thời gian giao ở mức chấp nhận duoc hàng nhận đủ chưa dùng thôi,neutral,shipping_delivery,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0046,0,"Mới dùng thử sạc một lần, cảm giác bt, chưa kết luận dc nha",mới dùng thử sạc một lần cảm giác bt chưa kết luận duoc nha,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0047,0,"Tư vấn chưa nhiều nên mình chưa nhận xét được, hàng đã nhận hình ảnh minh họa",tư vấn chưa nhiều nên mình chưa nhận xét duoc hàng đã nhận hình ảnh minh họa,neutral,seller_service,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0048,0,"Đúng mẫu đặt, màu xanh, mình mới kiểm tra sơ nên đánh giá tạm hình ảnh minh họa",đúng mẫu đặt màu xanh mình mới kiểm tra sơ nên đánh giá tạm hình ảnh minh họa,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0049,0,"mới lấy từ shipper nên chỉ kiểm tra bên ngoài, giống ảnh khoảng tương đối đánh giá tạm vậy",mới lấy từ shipper nên chỉ kiểm tra bên ngoài giống ảnh khoảng tương đối đánh giá tạm vậy,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0050,0,"Hàng nhận đủ, giống ảnh khoảng tương đối, chưa dùng thực tế cho 4 sao trước nhé",hàng nhận đủ giống ảnh khoảng tương đối chưa dùng thực tế cho 4 sao trước nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0051,0,"chất lượng sản phẩm: chưa rõ. mới khui ra xem, chưa test kỹ nên tạm đánh giá vậy 0:06",chất lượng sản phẩm chưa rõ mới khui ra xem chưa test kỹ nên tạm đánh giá vậy 0 06,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0052,0,"Hàng nhận đủ, cầm lên thấy ở mức ổn, chưa dùng thực tế cho 4 sao trước",hàng nhận đủ cầm lên thấy ở mức ổn chưa dùng thực tế cho 4 sao trước,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0053,0,"Hàng nhận đủ, màu nhìn ngoài hơi khác ánh sáng, chưa dùng thực tế tạm để 4 sao 0:06",hàng nhận đủ màu nhìn ngoài hơi khác ánh sáng chưa dùng thực tế tạm để 4 sao 0 06,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0054,0,Mình mua thử dây đeo bao bì nhìn bình thường mới nhận nên chưa đánh giá được nhiều đánh giá tạm vậy,mình mua thử dây đeo bao bì nhìn bình thường mới nhận nên chưa đánh giá duoc nhiều đánh giá tạm vậy,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0055,0,"Kẹp tóc nhìn tạm, chất lượng cần dùng thêm mới biết nhé",kẹp tóc nhìn tạm chất lượng cần dùng thêm mới biết nhé,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0056,0,Bao bì/Mẫu mã: gói hàng đủ lớp cơ bản. Mình chưa dùng sản phẩm bên trong,bao bì mẫu mã gói hàng đủ lớp cơ bản mình chưa dùng sản phẩm bên trong,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0057,0,"mới lấy từ shipper, giống ảnh khoảng tương đối, chưa test kỹ nên tạm đánh giá vậy cho 4 sao trước 0:10",mới lấy từ shipper giống ảnh khoảng tương đối chưa test kỹ nên tạm đánh giá vậy cho 4 sao trước 0 10,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0058,0,Đèn ngủ nhìn tạm chất lượng cần dùng thêm mới biết nhé,đèn ngủ nhìn tạm chất lượng cần dùng thêm mới biết nhé,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0059,0,"mình mới kiểm tra sơ nên chỉ kiểm tra bên ngoài, chất liệu sờ thử tạm được cho 4 sao trước hình ảnh minh họa",mình mới kiểm tra sơ nên chỉ kiểm tra bên ngoài chất liệu sờ thử tạm duoc cho 4 sao trước hình ảnh minh họa,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0060,0,"vừa mở gói ra xem nên chỉ kiểm tra bên ngoài, hiện tại thấy tạm ổn đánh giá tạm vậy 0:15",vừa mở gói ra xem nên chỉ kiểm tra bên ngoài hiện tại thấy tạm ổn đánh giá tạm vậy 0 15,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0061,0,Bao bì/Mẫu mã: đóng gói bình thường. Mình chưa dùng sản phẩm bên trong nha,bao bì mẫu mã đóng gói bình thường mình chưa dùng sản phẩm bên trong nha,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0062,0,"Hộp nhận được hơi móp nhẹ, sản phẩm bên trong nhìn vẫn bình thường 0:10",hộp nhận duoc hơi móp nhẹ sản phẩm bên trong nhìn vẫn bình thường 0 10,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0063,0,"Chất lượng sp: chưa rõ. vừa nhận hôm qua, để dùng thêm rồi đánh giá sau",chất lượng sp chưa rõ vừa nhận hôm qua để dùng thêm rồi đánh giá sau,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0064,0,Bao bì/Mẫu mã: bọc hàng ở mức tạm. mk chưa dùng sp bên trong 0:10,bao bì mẫu mã bọc hàng ở mức tạm mk chưa dùng sp bên trong 0 10,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0065,0,"mới khui ra xem, bao bì nhìn bình thường, mới nhận nên chưa đánh giá được nhiều tạm để 4 sao 0:15",mới khui ra xem bao bì nhìn bình thường mới nhận nên chưa đánh giá duoc nhiều tạm để 4 sao 0 15,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0066,0,"Mình mua thử khẩu trang, nhìn bên ngoài bình thường, cần dùng thêm mới biết có bền không ạ",mình mua thử khẩu trang nhìn bên ngoài bình thường cần dùng thêm mới biết có bền khong ạ,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0067,0,"Tư vấn chưa nhiều nên mình chưa nhận xét được, hàng đã nhận thôi",tư vấn chưa nhiều nên mình chưa nhận xét duoc hàng đã nhận thôi,neutral,seller_service,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0068,0,"nhận được chiều nay nên chỉ kiểm tra bên ngoài, bao bì nhìn bình thường đánh giá tạm vậy nha",nhận duoc chiều nay nên chỉ kiểm tra bên ngoài bao bì nhìn bình thường đánh giá tạm vậy nha,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0069,0,"Gói hàng đơn giản, đủ sp, chưa sử dụng nên chưa đánh giá thêm nhé",gói hàng đơn giản đủ sp chưa sử dụng nên chưa đánh giá thêm nhé,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0070,0,Màu sắc: trắng Chất liệu: inox Đúng với mô tả: cơ bản giống hình. Mới nhận nên chưa dùng nhé,màu sắc trắng chất liệu inox đúng với mô tả cơ bản giống hình mới nhận nên chưa dùng nhé,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0071,0,hàng nhận đủ không có gì để nhận xét nhiều chưa dùng thực tế hình ảnh minh họa,hàng nhận đủ khong có gì để nhận xét nhiều chưa dùng thực tế hình ảnh minh họa,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0072,0,hàng mới tới mới xem qua nên chưa rõ chưa sử dụng nên chưa nói trước được 0:06,hàng mới tới mới xem qua nên chưa rõ chưa sử dụng nên chưa nói trước duoc 0 06,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0073,0,"mình mới kiểm tra sơ, không có gì để nhận xét nhiều, mình sẽ cập nhật nếu có vấn đề cho 4 sao trước 0:15",mình mới kiểm tra sơ khong có gì để nhận xét nhiều mình sẽ cập nhật nếu có vấn đề cho 4 sao trước 0 15,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0074,0,"Sản phẩm dùng tạm được, chưa biết lâu dài có ổn không nhé",sản phẩm dùng tạm duoc chưa biết lâu dài có ổn khong nhé,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0075,0,"Sản phẩm tới nơi rồi, cầm lên thấy ở mức ổn, tạm đánh giá trung bình tạm để 4 sao nhé",sản phẩm tới nơi rồi cầm lên thấy ở mức ổn tạm đánh giá trung bình tạm để 4 sao nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0076,0,"vừa mở gói ra xem, màu nhìn ngoài hơi khác ánh sáng, mới nhận nên chưa đánh giá được nhiều thôi",vừa mở gói ra xem màu nhìn ngoài hơi khác ánh sáng mới nhận nên chưa đánh giá duoc nhiều thôi,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0077,0,Bao bì/Mẫu mã: bao bì không có gì đặc biệt. Mình chưa dùng sản phẩm bên trong 0:15,bao bì mẫu mã bao bì khong có gì đặc biệt mình chưa dùng sản phẩm bên trong 0 15,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0078,0,Đúng mẫu đặt màu xanh than mình mới kiểm tra sơ nên đánh giá tạm,đúng mẫu đặt màu xanh than mình mới kiểm tra sơ nên đánh giá tạm,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0079,0,vừa nhận hôm qua nên chỉ kiểm tra bên ngoài hiện tại thấy tạm ổn cho 4 sao trước 0:10,vừa nhận hôm qua nên chỉ kiểm tra bên ngoài hiện tại thấy tạm ổn cho 4 sao trước 0 10,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0080,0,"Sản phẩm tới nơi rồi, hiện tại thấy tạm ổn, tạm đánh giá trung bình tạm để 4 sao 0:10",sản phẩm tới nơi rồi hiện tại thấy tạm ổn tạm đánh giá trung bình tạm để 4 sao 0 10,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0081,0,"Vở nhìn tạm, chất lượng cần dùng thêm mới biết 0:06",vở nhìn tạm chất lượng cần dùng thêm mới biết 0 06,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0082,0,"đúng mẫu đặt, màu đỏ, mình mới kiểm tra sơ nên đánh giá tạm",đúng mẫu đặt màu đỏ mình mới kiểm tra sơ nên đánh giá tạm,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0083,0,"sp dùng tạm đc, chưa biết lâu dài có ổn k",sp dùng tạm duoc chưa biết lâu dài có ổn khong,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0084,0,"mới khui ra xem nên chỉ kiểm tra bên ngoài, chất liệu sờ thử tạm dc",mới khui ra xem nên chỉ kiểm tra bên ngoài chất liệu sờ thử tạm duoc,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0085,0,"Hàng nhận đủ, chưa thấy gì đặc biệt, chưa dùng thực tế 0:15",hàng nhận đủ chưa thấy gì đặc biệt chưa dùng thực tế 0 15,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0086,0,"Kích thước size hơi rộng, chất liệu vải, cảm nhận ban đầu bình thường",kích thước size hơi rộng chất liệu vải cảm nhận ban đầu bình thường,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0087,0,"Mới dùng thử vở một lần, cảm giác bình thường, chưa kết luận được thôi",mới dùng thử vở một lần cảm giác bình thường chưa kết luận duoc thôi,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0088,0,"Màu hơi khác ảnh một chút do ánh sáng, còn lại mình chưa dùng nên chưa biết nha",màu hơi khác ảnh một chút do ánh sáng còn lại mình chưa dùng nên chưa biết nha,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0089,0,"Mới dùng thử giày một lần, cảm giác bình thường, chưa kết luận được hình ảnh minh họa",mới dùng thử giày một lần cảm giác bình thường chưa kết luận duoc hình ảnh minh họa,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0090,0,"Đã nhận khăn, đủ số lượng, để dùng thêm rồi đánh giá sau",đã nhận khăn đủ số lượng để dùng thêm rồi đánh giá sau,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0091,0,"Giao hàng bình thường, hàng nhận đủ, chưa dùng 0:15",giao hàng bình thường hàng nhận đủ chưa dùng 0 15,neutral,shipping_delivery,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0092,0,"Shop nhắn xác nhận đơn, còn sản phẩm mình chưa test kỹ thôi",shop nhắn xác nhận đơn còn sản phẩm mình chưa test kỹ thôi,neutral,seller_service,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0093,0,"Sờ thử thấy chất lượng ở mức trung bình, cần dùng thêm mới biết có bền không 0:10",sờ thử thấy chất lượng ở mức trung bình cần dùng thêm mới biết có bền khong 0 10,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0094,0,"Chất lượng sản phẩm: chưa rõ. nhận được chiều nay, dùng thử vài hôm rồi tính tiếp 0:10",chất lượng sản phẩm chưa rõ nhận duoc chiều nay dùng thử vài hôm rồi tính tiếp 0 10,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0095,0,"Chất lượng sản phẩm: chưa rõ. mình mới kiểm tra sơ, dùng thử vài hôm rồi tính tiếp 0:15",chất lượng sản phẩm chưa rõ mình mới kiểm tra sơ dùng thử vài hôm rồi tính tiếp 0 15,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0096,0,"Sản phẩm tới nơi rồi, kích thước nhìn cũng vừa, tạm đánh giá trung bình cho 4 sao trước",sản phẩm tới nơi rồi kích thước nhìn cũng vừa tạm đánh giá trung bình cho 4 sao trước,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0097,0,sp dùng tạm đc chưa biết lâu dài có ổn ko 0:10,sp dùng tạm duoc chưa biết lâu dài có ổn khong 0 10,neutral,product_quality,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0098,0,"Dép màu xám, M, nhìn ngoài bình thường, chưa thử lâu hình ảnh minh họa",dép màu xám m nhìn ngoài bình thường chưa thử lâu hình ảnh minh họa,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0099,0,"Giày màu vàng nhạt, size nhỏ, nhìn ngoài bình thường, chưa thử lâu 0:06",giày màu vàng nhạt size nhỏ nhìn ngoài bình thường chưa thử lâu 0 06,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0100,0,"Sản phẩm tới nơi rồi, hiện tại thấy tạm ổn, tạm đánh giá trung bình nha",sản phẩm tới nơi rồi hiện tại thấy tạm ổn tạm đánh giá trung bình nha,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0101,0,Màu sắc: xám Chất liệu: thun Đúng với mô tả: chưa chắc lắm. Mới nhận nên chưa dùng ạ,màu sắc xám chất liệu thun đúng với mô tả chưa chắc lắm mới nhận nên chưa dùng ạ,neutral,product_attribute,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0102,0,"Đóng gói ở mức cơ bản, hàng bên trong chưa kiểm tra kỹ",đóng gói ở mức cơ bản hàng bên trong chưa kiểm tra kỹ,neutral,packaging,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0103,0,mới nhận hàng giống ảnh khoảng tương đối chưa sử dụng nên chưa nói trước được nhé,mới nhận hàng giống ảnh khoảng tương đối chưa sử dụng nên chưa nói trước duoc nhé,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
neutral_gen_0104,0,"mới lấy từ shipper, mới xem qua nên chưa rõ, chưa test kỹ nên tạm đánh giá vậy đánh giá tạm vậy hình ảnh minh họa",mới lấy từ shipper mới xem qua nên chưa rõ chưa test kỹ nên tạm đánh giá vậy đánh giá tạm vậy hình ảnh minh họa,neutral,no_issue,synthetic_neutral_shopee_realistic_external_informed
