id,review_text,cleaned_review,sentiment,issue,source
boost_neutral_0582,am thanh hoi nhat mau nhung tong the tam nha,am thanh hoi nhat mau nhung tong the tam nha,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0523,"banh trang nhin dung loai, hoi nho, van chap nhan duoc nha",banh trang nhin dung loai hoi nho van chap nhan duoc nha,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0047,"hang nhan du, nhin kha on, cho 4 sao truoc",hang nhan du nhin kha on cho 4 sao truoc,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0511,"tham nhin dung loai, hoi lau, van chap nhan duoc nhe",tham nhin dung loai hoi lau van chap nhan duoc nhe,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0786,"shop phan hoi bth, hang moi nhan nen chx noi nhieu nhe",shop phan hoi bth hang moi nhan nen chx noi nhieu nhe,neutral,seller_service,ai_neutral_train_boost_v3
boost_neutral_0330,"cam len thay nhe, dung tam on, can dung them 0:10",cam len thay nhe dung tam on can dung them 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0639,voi tam gia nay thi mk thay bth,voi tam gia nay thi mk thay bth,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0790,"tu van o muc tam, chua co gi de nhan xet them",tu van o muc tam chua co gi de nhan xet them,neutral,seller_service,ai_neutral_train_boost_v3
boost_neutral_0347,vo hoi binh thuong nhung van dung duoc,vo hoi binh thuong nhung van dung duoc,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0654,cap sac voi gia nay k doi hoi nhieu,cap sac voi gia nay k doi hoi nhieu,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0546,chat lieu hoi kho mo nhung tong the tam,chat lieu hoi kho mo nhung tong the tam,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0648,"mua luc sale nen thay tam on, chua danh gia lau dai 0:10",mua luc sale nen thay tam on chua danh gia lau dai 0 10,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0537,"khau trang mau nhin tam, chat lieu bth, chua co gi dac biet a",khau trang mau nhin tam chat lieu bth chua co gi dac biet a,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0799,"tu van o muc tam, chua co gi de nhan xet them nha",tu van o muc tam chua co gi de nhan xet them nha,neutral,seller_service,ai_neutral_train_boost_v3
boost_neutral_0742,"goi hang bth, nhan hang bth 0:08",goi hang bth nhan hang bth 0 08,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0386,"cam len thay nhe, nhin kha on, can dung them nhe",cam len thay nhe nhin kha on can dung them nhe,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0109,"hang nhan du, giao hang binh thuong, 0:10",hang nhan du giao hang binh thuong 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0114,"moi mo goi xem qua, dong goi cung duoc, chua khen che duoc nhieu nhe",moi mo goi xem qua dong goi cung duoc chua khen che duoc nhieu nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0118,"moi mo goi xem qua, dung tam on, chx khen che duoc nhieu nhe",moi mo goi xem qua dung tam on chx khen che duoc nhieu nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0662,"gia re nen hoi don gian, chap nhan dc 0:08",gia re nen hoi don gian chap nhan dc 0 08,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0592,"bong tai nhin dung loai, hoi binh thuong, van chap nhan duoc a",bong tai nhin dung loai hoi binh thuong van chap nhan duoc a,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0673,"thoi gian giao tam chap nhan, hang nhan du 0:05",thoi gian giao tam chap nhan hang nhan du 0 05,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0690,"ship khong nhanh cx khong qua cham, hang nhan du",ship khong nhanh cx khong qua cham hang nhan du,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0666,ke nho so voi gia thi tam a,ke nho so voi gia thi tam a,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0456,"tai nghe k qua xin nhung cx k te, dung tam a",tai nghe k qua xin nhung cx k te dung tam a,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0179,"kiem so hat dieu thi o muc tam, chua co gi noi bat 0:08",kiem so hat dieu thi o muc tam chua co gi noi bat 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0374,"dung thu kem duong thay bth, chua ket luan duoc nhe",dung thu kem duong thay bth chua ket luan duoc nhe,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0097,"moi nhan day deo, dung tam on, can dung them moi biet thoi",moi nhan day deo dung tam on can dung them moi biet thoi,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0570,"ke nho nhin dung loai, hoi mong, van chap nhan dc 0:08",ke nho nhin dung loai hoi mong van chap nhan dc 0 08,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0019,"moi nhan day deo, giao hang binh thuong, can dung them moi biet",moi nhan day deo giao hang binh thuong can dung them moi biet,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0316,"son dung co ban chac on, chua dung lau nen chua biet nhe",son dung co ban chac on chua dung lau nen chua biet nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0113,"hang nhan du, nhan du hang, danh gia tam vay nha",hang nhan du nhan du hang danh gia tam vay nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0587,"day deo nhin dung loai, hoi binh thuong, van chap nhan duoc 0:08",day deo nhin dung loai hoi binh thuong van chap nhan duoc 0 08,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0390,sua tam hoi lau nhung van dung dc thoi,sua tam hoi lau nhung van dung dc thoi,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0633,son so voi gia thi tam,son so voi gia thi tam,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0300,"moi nhan sua rua mat, dong goi cung duoc, chua dung lau nen chua biet nhe",moi nhan sua rua mat dong goi cung duoc chua dung lau nen chua biet nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0461,"moi test so qua thay on, hoi bth mot chut",moi test so qua thay on hoi bth mot chut,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0225,"ly thuy tinh nhin bth, hien tai chua thay gi ro thoi",ly thuy tinh nhin bth hien tai chua thay gi ro thoi,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0528,"day deo nhin dung loai, hoi nhe, van chap nhan duoc thoi",day deo nhin dung loai hoi nhe van chap nhan duoc thoi,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0769,video ko lien quan nha,video ko lien quan nha,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0257,"moi mo goi xem qua, giao hang binh thuong, chua khen che duoc nhieu",moi mo goi xem qua giao hang binh thuong chua khen che duoc nhieu,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0136,"hang nhan du, dung tam on, tam de 4 sao",hang nhan du dung tam on tam de 4 sao,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0406,"dung thu ke nho thay bth, chua ket luan dc 0:05",dung thu ke nho thay bth chua ket luan dc 0 05,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0377,"cam len thay nhe, mau cung on, can dung them",cam len thay nhe mau cung on can dung them,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0687,"don toi noi roi, giao hoi lau nhung van nhan du a",don toi noi roi giao hoi lau nhung van nhan du a,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0286,"hang nhan du, nhan du hang, cho 4 sao truoc",hang nhan du nhan du hang cho 4 sao truoc,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0409,"den ngu khong qua xin nhung cung khong te, dung tam 0:10",den ngu khong qua xin nhung cung khong te dung tam 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0636,"voi gia nay k doi hoi nhieu, chat luong can dung them moi biet 0:05",voi gia nay k doi hoi nhieu chat luong can dung them moi biet 0 05,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0604,banh trang gia nay thi chap nhan dc 0:08,banh trang gia nay thi chap nhan dc 0 08,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0644,"gia nay thi chap nhan dc, chat luong can dung them moi biet 0:05",gia nay thi chap nhan dc chat luong can dung them moi biet 0 05,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0376,sua tam hoi long leo nhe nhung van dung dc nha,sua tam hoi long leo nhe nhung van dung dc nha,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0518,"den ngu nhin dung loai, hoi binh thuong, van chap nhan duoc",den ngu nhin dung loai hoi binh thuong van chap nhan duoc,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0214,"cap sac dung co ban chac on, moi xem so qua nhe",cap sac dung co ban chac on moi xem so qua nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0735,"bao bi tam duoc, nhan hang binh thuong 0:05",bao bi tam duoc nhan hang binh thuong 0 05,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0748,"boc hang co ban, chx dung sp ben trong",boc hang co ban chx dung sp ben trong,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0784,nhan hang roi danh gia truoc nhe,nhan hang roi danh gia truoc nhe,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0236,"hang nhan du, dung tam on, danh gia tam vay a",hang nhan du dung tam on danh gia tam vay a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0551,mau ngoai hoi khac anh sang nhung nhin cung tam nhe,mau ngoai hoi khac anh sang nhung nhin cung tam nhe,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0237,"sua tam dung co ban chac on, moi xem so qua nhe",sua tam dung co ban chac on moi xem so qua nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0159,"sua rua mat nhin bth, de dung them roi tinh 0:05",sua rua mat nhin bth de dung them roi tinh 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0729,"goi hang binh thuong, chua dung san pham ben trong",goi hang binh thuong chua dung san pham ben trong,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0780,cho du chu thoi nha nhe,cho du chu thoi nha nhe,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0360,"chat luong tam on, chua test ky thoi",chat luong tam on chua test ky thoi,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0065,"kiem so son thi o muc tam, chx co gi noi bat 0:05",kiem so son thi o muc tam chx co gi noi bat 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0395,"sua tam khong qua xin nhung cung khong te, dung tam 0:05",sua tam khong qua xin nhung cung khong te dung tam 0 05,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0115,"dep dung co ban chac on, de dung them roi tinh",dep dung co ban chac on de dung them roi tinh,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0541,"kho ga mau nhin tam, chat lieu bth, chua co gi dac biet nha",kho ga mau nhin tam chat lieu bth chua co gi dac biet nha,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0331,ao hoi don gian nhung van dung dc,ao hoi don gian nhung van dung dc,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0128,"vong tay dung co ban chac on, moi xem so qua thoi",vong tay dung co ban chac on moi xem so qua thoi,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0249,"ly thuy tinh dung co ban chac on, moi xem so qua nha",ly thuy tinh dung co ban chac on moi xem so qua nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0312,"kiem so son thi o muc tam, chua co gi noi bat nha",kiem so son thi o muc tam chua co gi noi bat nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0500,"form hoi co ban, nhin kha on nhe",form hoi co ban nhin kha on nhe,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0162,"hang nhan du, dong goi cung dc, cho 4 sao truoc 0:08",hang nhan du dong goi cung dc cho 4 sao truoc 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0203,"kiem so cap sac thi o muc tam, chua co gi noi bat 0:05",kiem so cap sac thi o muc tam chua co gi noi bat 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0302,"kiem so banh trang thi o muc tam, chua co gi noi bat a",kiem so banh trang thi o muc tam chua co gi noi bat a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0738,"hop ngoai hoi mop nhe nhung hang ben trong on, mk moi kiem tra so 0:05",hop ngoai hoi mop nhe nhung hang ben trong on mk moi kiem tra so 0 05,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0345,"moi test so qua thay on, hoi bth mot chut 0:08",moi test so qua thay on hoi bth mot chut 0 08,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0235,"vay nhin bth, de dung them roi tinh",vay nhin bth de dung them roi tinh,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0219,"ly thuy tinh nhin bth, chua test ky nhe",ly thuy tinh nhin bth chua test ky nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0740,"bao bi tam duoc, chua dung san pham ben trong",bao bi tam duoc chua dung san pham ben trong,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0678,"don toi noi roi, giao hang binh thuong",don toi noi roi giao hang binh thuong,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0379,"dung thu tai nghe thay bth, chua ket luan dc",dung thu tai nghe thay bth chua ket luan dc,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0054,"kho ga dung co ban chac on, moi xem so qua thoi",kho ga dung co ban chac on moi xem so qua thoi,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0143,"kiem so banh trang thi o muc tam, chua co gi noi bat 0:08",kiem so banh trang thi o muc tam chua co gi noi bat 0 08,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0205,"moi nhan khan, nhin cung ok, chua dung lau nen chua biet nhe",moi nhan khan nhin cung ok chua dung lau nen chua biet nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0139,"moi nhan ly thuy tinh, dung tam on, de dung them roi tinh thoi",moi nhan ly thuy tinh dung tam on de dung them roi tinh thoi,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0712,"giao hang binh thuong, hang nhan du 0:10",giao hang binh thuong hang nhan du 0 10,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0436,"moi test so qua thay on, hoi binh thuong mot chut",moi test so qua thay on hoi binh thuong mot chut,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0619,voi tam gia nay thi minh thay bth 0:08,voi tam gia nay thi minh thay bth 0 08,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0478,kich thuoc hoi lech nhe so voi minh nghi nhung van dung duoc 0:10,kich thuoc hoi lech nhe so voi minh nghi nhung van dung duoc 0 10,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0195,"kem duong nhin bth, de dung them roi tinh nhe",kem duong nhin bth de dung them roi tinh nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0166,"binh nuoc dung co ban chac on, hien tai chua thay gi ro 0:10",binh nuoc dung co ban chac on hien tai chua thay gi ro 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0033,"moi mo goi xem qua, nhin kha on, chua khen che dc nhieu 0:10",moi mo goi xem qua nhin kha on chua khen che dc nhieu 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0051,"sac nhin bth, chua dung lau nen chua biet 0:10",sac nhin bth chua dung lau nen chua biet 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0761,cho du chu thoi nha 0:05,cho du chu thoi nha 0 05,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0186,"hang nhan du, nhin kha on, nhe",hang nhan du nhin kha on nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0365,"chat luong tam on, can dung them moi biet thoi",chat luong tam on can dung them moi biet thoi,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0007,"moi nhan ke nho, nhan du hang, de dung them roi tinh a",moi nhan ke nho nhan du hang de dung them roi tinh a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0696,"don toi noi roi, don toi hoi lau nhe nhung van on 0:08",don toi noi roi don toi hoi lau nhe nhung van on 0 08,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0756,viet cho du ky tu nhan xu 0:05,viet cho du ky tu nhan xu 0 05,neutral,spam_irrelevant,ai_neutral_train_boost_v3
boost_neutral_0423,sua tam hoi nhat mau nhung van dung duoc,sua tam hoi nhat mau nhung van dung duoc,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0123,"hat dieu dung co ban chac on, can dung them moi biet nha",hat dieu dung co ban chac on can dung them moi biet nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0424,"cam len thay nhe, nhin cung ok, can dung them nha",cam len thay nhe nhin cung ok can dung them nha,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0426,"chat luong tam on, chua test ky 0:08",chat luong tam on chua test ky 0 08,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0346,"chat luong tam on, moi xem so qua",chat luong tam on moi xem so qua,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0727,"boc hang co ban, chua dung san pham ben trong",boc hang co ban chua dung san pham ben trong,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0150,"mieng dan nhin bth, can dung them moi biet",mieng dan nhin bth can dung them moi biet,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0126,"kiem so sac thi o muc tam, chx co gi noi bat nhe",kiem so sac thi o muc tam chx co gi noi bat nhe,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0206,"moi mo goi xem qua, dong goi cung duoc, chua khen che duoc nhieu",moi mo goi xem qua dong goi cung duoc chua khen che duoc nhieu,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0623,giay gia nay thi chap nhan duoc,giay gia nay thi chap nhan duoc,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0046,"kiem so sac thi o muc tam, chua co gi noi bat",kiem so sac thi o muc tam chua co gi noi bat,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0352,"dung thu son thay bth, chua ket luan dc",dung thu son thay bth chua ket luan dc,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0744,"tui goi don gian, nhan hang bth",tui goi don gian nhan hang bth,neutral,packaging,ai_neutral_train_boost_v3
boost_neutral_0700,"don toi noi roi, giao hang binh thuong 0:08",don toi noi roi giao hang binh thuong 0 08,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0705,"don toi noi roi, ship ko nhanh cx ko qua cham 0:05",don toi noi roi ship ko nhanh cx ko qua cham 0 05,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0564,"form hoi co ban, dong goi cung duoc",form hoi co ban dong goi cung duoc,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0573,"op dien thoai nhin dung loai, hoi rong, van chap nhan duoc 0:10",op dien thoai nhin dung loai hoi rong van chap nhan duoc 0 10,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0089,"quat mini dung co ban chac on, de dung them roi tinh 0:05",quat mini dung co ban chac on de dung them roi tinh 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0011,"hang nhan du, dong goi cung duoc, 0:10",hang nhan du dong goi cung duoc 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0521,"sua rua mat nhin dung loai, hoi nho, van chap nhan duoc thoi",sua rua mat nhin dung loai hoi nho van chap nhan duoc thoi,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0659,"gia re nen hoi lau, chap nhan duoc",gia re nen hoi lau chap nhan duoc,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0335,"cam len thay nhe, mau cung on, can dung them thoi",cam len thay nhe mau cung on can dung them thoi,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0472,"ke nho mau nhin tam, chat lieu bth, chua co gi dac biet 0:10",ke nho mau nhin tam chat lieu bth chua co gi dac biet 0 10,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0439,"sua rua mat khong qua xin nhung cx khong te, dung tam 0:08",sua rua mat khong qua xin nhung cx khong te dung tam 0 08,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0449,"son khong qua xin nhung cung khong te, dung tam 0:05",son khong qua xin nhung cung khong te dung tam 0 05,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0261,"moi mo goi xem qua, nhin kha on, chx khen che dc nhieu thoi",moi mo goi xem qua nhin kha on chx khen che dc nhieu thoi,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0497,chat lieu hoi nho nhung tong the tam thoi,chat lieu hoi nho nhung tong the tam thoi,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0586,bao bi hoi binh thuong nhung tong the tam thoi,bao bi hoi binh thuong nhung tong the tam thoi,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0447,"cam len thay nhe, nhin cung ok, can dung them 0:10",cam len thay nhe nhin cung ok can dung them 0 10,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0495,"sac nhin dung loai, hoi lau, van chap nhan duoc nha",sac nhin dung loai hoi lau van chap nhan duoc nha,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0030,"moi mo goi xem qua, giao hang binh thuong, chua khen che duoc nhieu 0:05",moi mo goi xem qua giao hang binh thuong chua khen che duoc nhieu 0 05,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0580,"banh trang nhin dung loai, hoi binh thuong, van chap nhan dc",banh trang nhin dung loai hoi binh thuong van chap nhan dc,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0189,"kiem so tai nghe thi o muc tam, chua co gi noi bat a",kiem so tai nghe thi o muc tam chua co gi noi bat a,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0554,kich thuoc hoi lech nhe so voi mk nghi nhung van dung dc a,kich thuoc hoi lech nhe so voi mk nghi nhung van dung dc a,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0692,"don toi noi roi, don toi hoi lau nhe nhung van on a",don toi noi roi don toi hoi lau nhe nhung van on a,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0708,"don toi noi roi, giao hoi lau nhung van nhan du nha",don toi noi roi giao hoi lau nhung van nhan du nha,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0072,"moi mo goi xem qua, mau cx on, chua khen che dc nhieu nha",moi mo goi xem qua mau cx on chua khen che dc nhieu nha,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0581,pin hoi binh thuong nhung tong the tam 0:05,pin hoi binh thuong nhung tong the tam 0 05,neutral,product_attribute,ai_neutral_train_boost_v3
boost_neutral_0172,"moi nhan moc treo, mau cx on, moi nhan nen chx danh gia ky 0:10",moi nhan moc treo mau cx on moi nhan nen chx danh gia ky 0 10,neutral,no_issue,ai_neutral_train_boost_v3
boost_neutral_0429,"chat luong tam on, moi xem so qua a",chat luong tam on moi xem so qua a,neutral,product_quality,ai_neutral_train_boost_v3
boost_neutral_0694,"shipper giao nhu bth, moi nhan nen chx danh gia ky a",shipper giao nhu bth moi nhan nen chx danh gia ky a,neutral,shipping_delivery,ai_neutral_train_boost_v3
boost_neutral_0653,"mua sale thi tam on, chat luong can dung them moi biet nha",mua sale thi tam on chat luong can dung them moi biet nha,neutral,price_value,ai_neutral_train_boost_v3
boost_neutral_0800,"tu van o muc tam, chua co gi de nhan xet them 0:08",tu van o muc tam chua co gi de nhan xet them 0 08,neutral,seller_service,ai_neutral_train_boost_v3
