source_file,page,review_text,cleaned_review,sentiment,model_sentiment,sentiment_rule,issue,issue_candidate,score,matched_patterns,needs_human_review,review_note,review_status
shopee_issue_candidates.csv,22,"Mùi hương: thơm Phù hợp với loại da: da người Công dụng: tắm:) lúc nhận được hàng thì hộp méo mó, rách(mình kh biết lỗi bên vận chuyển hay do bên đóng gói) NHƯNG hàng bên trong đóng gói vô cùng sơ sài:KHÔNG CHỐNG SỐC, SỮA TẮM ĐƯỢC TẶNG KÈM QUÀ THÌ TÁCH RỜI KH NGUYÊN VẸN, THẬM CHÍ TRÊN THÂN CHAI CÒN DÍNH CẢ KEO VÀ VẾT DƠ CỦA KEO NỮA..vậy thì liệu có phải là hàng mới không và bên nhãn hàng có thật sự tôn trọng khách hàng của mình hay đang coi thường đồng tiền mà họ bỏ ra để ủng hộ nhãn hàng vậy?",mùi hương thơm phù hợp với loại da da người công dụng tắm lúc nhận duoc hàng thì hộp méo mó rách mình khong biết lỗi bên vận chuyển hay do bên đóng gói nhưng hàng bên trong đóng gói vô cùng sơ sài khong chống sốc sữa tắm duoc tặng kèm quà thì tách rời khong nguyên vẹn thậm chí trên thân chai còn dính cả keo và vết dơ của keo nữa vậy thì liệu có phải là hàng mới khong và bên nhãn hàng có thật sự tôn trọng khách hàng của mình hay đang coi thường đồng tiền mà họ bỏ ra để ủng hộ nhãn hàng vậy,negative,negative,clear_neutral_rule,packaging,packaging,3,hop meo; hop vo; khong chong soc,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (1).csv,129,shop giao thiếu hàng :),shop giao thiếu hàng,negative,negative,clear_negative_rule,wrong_missing_item,wrong_missing_item,3,giao thieu; shop giao thieu; thieu hang,False,wrong_missing_item_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (2).csv,47,Bên shop giao thiếu hàng. Nhắn shop thì shop đổ lỗi cho bên vận chuyển. Nhắn bên vận chuyển thì đỏ thừa shop. Quá thất vọng 【MFi】Đầu chuyển đổi UGREEN USB C sang Lightning PD 20W sạc nhanh thích hợp cho iPhone 11 12 13 14/ iPad Pro Air/ Air Pod Pro,bên shop giao thiếu hàng nhắn shop thì shop đổ lỗi cho bên vận chuyển nhắn bên vận chuyển thì đỏ thừa shop quá thất vọng mfi đầu chuyển đổi ugreen usb c sang lightning pd 20w sạc nhanh thích hợp cho iphone 11 12 13 14 ipad pro air air pod pro,negative,negative,clear_negative_rule,wrong_missing_item,wrong_missing_item,3,giao thieu; shop giao thieu; thieu hang,False,wrong_missing_item_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,4,Mùi hương: thơm Phù hợp với loại da: ko rõ Công dụng: giảm mụn Nhận hàng về trước mắt là khâu đóng gói như con cậc rồi thêm sản phẩm bị nhớt nhớt còn chai thì bẩn nữa combo ối dồi ôi luôn trước đó có mua chai khử mùi thì hộp rách tè le chai thì bị mốp.shop lớn mà còn mall mà làm ăn như con cậc ko có chống sốc 0:10,mùi hương thơm phù hợp với loại da khong rõ công dụng giảm mụn nhận hàng về trước mắt là khâu đóng gói như con cậc rồi thêm san pham bị nhớt nhớt còn chai thì bẩn nữa combo ối dồi ôi luôn trước đó có mua chai khử mùi thì hộp rách tè le chai thì bị mốp shop lớn mà còn mall mà làm ăn như con cậc khong có chống sốc 0 10,negative,negative,clear_negative_rule,packaging,packaging,3,hop rach; hop vo; khong co chong soc,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (2).csv,7,"Tốc độ sạc: ok Chất liệu: ok Đóng gói sơ sài, hàng điện tử nhưng không bọc chống xốp, đóng vào hộp to hơn sản phẩm khiến sản phẩm không được chắc chắn , va đập nhiều, hộp móp méo trong quá trình vận chuyển Pin sạc dự phòng Ugreen 10000mAh 20000mAh Powerbank PD3.0 20W QC 3.0 18W Max Sạc nhanh Powerbank cho iPhone 17 Pro Max iPhone 13 Samsung S23 Ultra Samsung S24 Ultra HUAWEI",tốc độ sạc ok chất liệu ok đóng gói sơ sài hàng điện tử nhưng khong bọc chống xốp đóng vào hộp to hơn san pham khiến san pham khong duoc chắc chắn va đập nhiều hộp móp méo trong quá trình vận chuyển pin sạc dự phòng ugreen 10000mah 20000mah powerbank pd3 0 20w qc 3 0 18w max sạc nhanh powerbank cho iphone 17 pro max iphone 13 samsung s23 ultra samsung s24 ultra huawei,negative,negative,clear_negative_rule,packaging,packaging,3,dong goi so sai; goi so sai; hop mop,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,49,"Sản phẩm: ổn, trị mụn tốt, hợp với tuỳ người sử dụng Bao bì: tệ, phần sữa tắm còn lại trong vòi păm ko ra hết bị rỉ ra do cấu trúc và thiết kế của vòi ko cho ra hết được mà chỗ còn lại vòi cũng ko giữ được mà bị rỉ ra rất bẩn Đóng gói: cực kì tệ, lần 1 thì chỉ có 1 miếng bóng khí đến tay nổ mất 1 nửa, hộp rách, thiếu sản phẩm hoặc do đóng gói tệ quá nên sp bị rơi, lần 2 ko thèm có cả chống sốc, may mắn thùng nát nhưng ko thủng, đủ sản phẩm",san pham ổn trị mụn tốt hợp với tuỳ người sử dụng bao bì tệ phần sữa tắm còn lại trong vòi păm khong ra hết bị rỉ ra do cấu trúc và thiết kế của vòi khong cho ra hết duoc mà chỗ còn lại vòi cũng khong giữ duoc mà bị rỉ ra rất bẩn đóng gói cực kì tệ lần 1 thì chỉ có 1 miếng bóng khí đến tay nổ mất 1 nửa hộp rách thiếu san pham hoặc do đóng gói tệ quá nên san pham bị rơi lần 2 khong thèm có cả chống sốc may mắn thùng nát nhưng khong thủng đủ san pham,negative,negative,clear_negative_rule,packaging,packaging,3,dong goi te; hop rach; hop vo,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,60,"Mùi hương: . Công dụng: sữa tắm Phù hợp với loại da: . Đóng gói sơ sài, nhận đc hàng trầy, dơ, hộp carton bể móc méo",mùi hương công dụng sữa tắm phù hợp với loại da đóng gói sơ sài nhận duoc hàng trầy dơ hộp carton bể móc méo,negative,negative,clear_negative_rule,packaging,packaging,3,dong goi so sai; goi so sai; hop vo,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,66,Vỏ bọc rách ko có chống sóc đóng gói sơ sai nói chung là đóng hói bảo quản chán không ổn .Chất lượng chưa dùng nên không biết Nhưng nhìn này ko muốn mua lần 2,vỏ bọc rách khong có chống sóc đóng gói sơ sai nói chung là đóng hói bảo quản chán khong ổn chất lượng chua dùng nên khong biết nhưng nhìn này khong muốn mua lần 2,negative,negative,clear_negative_rule,packaging,packaging,3,dong goi so sai; goi so sai; khong co chong soc,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,96,"Công dụng: tắm Mùi hương: không có mùi mấy Phù hợp với loại da: thường QUÁ TỆ đóng gói không cẩn thận, vận chuyển cũng không cẩn thận. nhận hàng là 1 hộp méo mó, mở ra thì sữa tắm đổ tùm lum. Nhìn chỉ muốn vứt đi. haizzz",công dụng tắm mùi hương khong có mùi mấy phù hợp với loại da thường quá tệ đóng gói khong cẩn thận vận chuyển cũng khong cẩn thận nhận hàng là 1 hộp méo mó mở ra thì sữa tắm đổ tùm lum nhìn chỉ muốn vứt đi haizzz,negative,negative,clear_negative_rule,packaging,packaging,3,dong goi khong can than; hop meo; hop vo,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,120,"Đóng gói sơ sài, hộp móp méo tung hết cả băng dính gói hàng ra rất",đóng gói sơ sài hộp móp méo tung hết cả băng dính gói hàng ra rất,negative,negative,clear_negative_rule,packaging,packaging,3,dong goi so sai; goi so sai; hop mop,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,125,"Mua sữa tắm của Univer mà đóng gói sơ sài, ko bọc chống sốc hay giấy lót, nhận về tay thì vỏ hộp rách ọp ẹp",mua sữa tắm của univer mà đóng gói sơ sài khong bọc chống sốc hay giấy lót nhận về tay thì vỏ hộp rách ọp ẹp,negative,negative,clear_negative_rule,packaging,packaging,3,dong goi so sai; goi so sai; hop rach,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,133,"Đóng gói sơ sài, đến nơi bẹp mất chai quà tặng, không chống sốc",đóng gói sơ sài đến nơi bẹp mất chai quà tặng khong chống sốc,negative,negative,clear_negative_rule,wrong_missing_item,packaging,3,dong goi so sai; goi so sai; khong chong soc,False,wrong_missing_item_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,135,"Shop giao sai hàng, đóng gói sơ sài dẫn tới mất hàng, 3 chai sữa tắm cũng phải 2kg hơn mà đóng cái thùng mỏng dính, dán băng keo ko chắc Chai Lifebouy giao sai hàng, mình đặt màu Hồng mà giao màu xanh",shop giao sai hàng đóng gói sơ sài dẫn tới mất hàng 3 chai sữa tắm cũng phải 2kg hơn mà đóng cái thùng mỏng dính dán băng keo khong chắc chai lifebouy giao sai hàng mình đặt màu hồng mà giao màu xanh,negative,negative,clear_negative_rule,wrong_missing_item,wrong_missing_item,3,giao sai; shop giao sai; dat mau,False,wrong_missing_item_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,138,"Đóng gói sơ sài, ra đến nơi hộp móp méo gần hết, may đồ chưa bị vỡ. Hình ảnh quảng cáo có quà tặng, nhưng ko hề có. Hỏi shop thì bảo phải ấn ""mua kèm deal sốc"", xem lại cũng ko hề có button link đó. Nếu đã ko tặng thì đừng quảng cáo, hoặc làm khó người mua. Cảm giác khó chịu, n ko chỉ đơn giản chỉ là món quà tặng kèm, :) - điểm và sẽ ko mua tại shop này nữa.",đóng gói sơ sài ra đến nơi hộp móp méo gần hết may đồ chua bị vỡ hình ảnh quảng cáo có quà tặng nhưng khong hề có hỏi shop thì bảo phải ấn mua kèm deal sốc xem lại cũng khong hề có button link đó nếu đã khong tặng thì đừng quảng cáo hoặc làm khó người mua cảm giác khó chịu n khong chỉ đơn giản chỉ là món quà tặng kèm điểm và sẽ khong mua tại shop này nữa,negative,negative,clear_negative_rule,packaging,packaging,3,dong goi so sai; goi so sai; hop mop,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,142,"Đóng gói sơ sài, k chống sốc, móp méo hết cả. KIỂM TRA LƯỢNG SỮA TẮM THÌ CHỈ CÓ 3/4 CHAI, THẮC MẮC THÌ BẢO DO SẢN PHẨM ĐÓNG GÓI NÓ THẾ???",đóng gói sơ sài khong chống sốc móp méo hết cả kiểm tra lượng sữa tắm thì chỉ có 3 4 chai thắc mắc thì bảo do san pham đóng gói nó thế,negative,negative,clear_negative_rule,packaging,packaging,3,dong goi so sai; goi so sai; khong chong soc,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,154,Phù hợp với loại da: ko Mùi hương: bình thường Dùng đc gần 20 ngày mà ko đỡ mà còn nhiều mụn hơn trước. Hàng đóng gói sơ sài,phù hợp với loại da khong mùi hương binh thuong dùng duoc gần 20 ngày mà khong đỡ mà còn nhiều mụn hơn trước hàng đóng gói sơ sài,negative,neutral,clear_negative_rule,packaging,packaging,3,dong goi so sai; goi so sai; hop vo,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,184,"Phù hợp với loại da: moi da Mùi hương: chưa su dung Công dụng: tam Shop k nhiệt tình. Khách nhắn hỏi khuyến mại k trả lời. Đặt hàng nhận r mới nhắn lại. K uy tín, đóng gói sơ sài.",phù hợp với loại da moi da mùi hương chua su dung công dụng tam shop khong nhiệt tình khách nhắn hỏi khuyến mại khong trả lời đặt hàng nhận r mới nhắn lại khong uy tín đóng gói sơ sài,negative,negative,clear_negative_rule,packaging,packaging,3,dong goi so sai; goi so sai; hop vo,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates.csv,18,"Đóng gói sơ sài, hàng đến nơi đổ hết ra ngoài Bao bì trông như hàng fake 0:08",đóng gói sơ sài hàng đến nơi đổ hết ra ngoài bao bì trông như hàng fake 0 08,negative,negative,clear_negative_rule,packaging,packaging,2,dong goi so sai; goi so sai,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (1).csv,55,Giao thiếu hàng . Đặt thùng 30 gói mà giao có 10 gói .,giao thiếu hàng đặt thùng 30 gói mà giao có 10 gói,negative,negative,clear_negative_rule,wrong_missing_item,wrong_missing_item,2,giao thieu; thieu hang,False,wrong_missing_item_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (4).csv,7,"hãng lớn mà làm ăn vậy đó, giá thì đắc mà chất lượng vậy, chưa kể chỉ thừa nhiều, giao hàng lâu nữa, nhắn tin shop không trả lời, nói chung đừng mua phí tiền",hãng lớn mà làm ăn vậy đó giá thì đắc mà chất lượng vậy chua kể chỉ thừa nhiều giao hàng lâu nữa nhắn tin shop khong trả lời nói chung đừng mua phí tiền,negative,negative,,seller_service,price_value,2,phi tien; mua phi,False,seller_service_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (5).csv,63,"Tôi không phải người hay đánh giá sản phẩm nhưng hôm nay điên người quá phải đánh giá. Hàng thì giao chậm. Vừa mở kiện ra đã thấy bao bì không còn nguyên vẹn. Giấy rách mất mấy tờ. Đóng gói sơ sài. Chưa bàn đến chất lượng nhưng cho hàng rách, không nguyên vẹn bán cho khách là một sự không tôn trọng khách hàng. Xứng đáng 0 ⭐️. Thôi, mua một lần cạch tới già! 0:37 [Deli VPP] 500 Tờ Giấy A4 Deli Giấy In Photo Cao Cấp Chính Hãng Loại Dày - Giấy Vẽ Chống Lóa Mỏi Mắt",tôi khong phải người hay đánh giá san pham nhưng hôm nay điên người quá phải đánh giá hàng thì giao chậm vừa mở kiện ra đã thấy bao bì khong còn nguyên vẹn giấy rách mất mấy tờ đóng gói sơ sài chua bàn đến chất lượng nhưng cho hàng rách khong nguyên vẹn bán cho khách là một sự khong tôn trọng khách hàng xứng đáng 0 thôi mua một lần cạch tới già 0 37 deli vpp 500 tờ giấy a4 deli giấy in photo cao cấp chính hãng loại dày giấy vẽ chống lóa mỏi mắt,negative,negative,clear_negative_rule,packaging,packaging,2,dong goi so sai; goi so sai,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (4).csv,10,"đóng gói sơ sài, hộp thì móp méo, đôi dép hơn 600k mà chỉ có mỗi tờ giấy bọc, hộp đựng cũng không đàng hoàng, quá thất vọng, dép thì đẹp mà hình thức gói hàng quá tệ 0:10",đóng gói sơ sài hộp thì móp méo đôi dép hơn 600k mà chỉ có mỗi tờ giấy bọc hộp đựng cũng khong đàng hoàng quá thất vọng dép thì đẹp mà hình thức gói hàng quá tệ 0 10,negative,negative,clear_negative_rule,packaging,packaging,2,dong goi so sai; goi so sai,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (5).csv,147,Giao thiếu hàng ? Chỉ giao cho mình cái đựng sách thôi nha mn 0:05,giao thiếu hàng chỉ giao cho mình cái đựng sách thôi nha moi nguoi 0 05,negative,negative,clear_negative_rule,wrong_missing_item,wrong_missing_item,2,giao thieu; thieu hang,False,wrong_missing_item_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (2).csv,33,"Chất lượng: ko xài được, mn đừng mua phí tiền Ugreen Thẻ Thông Minh Định Vị Thông Minh Chống Mất Bluetooth5.0 Finder Airtag Theo Dõi Finder Định Vị Cho iPhone / iPad / Mac 1 shaven219",chất lượng khong xài duoc moi nguoi đừng mua phí tiền ugreen thẻ thông minh định vị thông minh chống mất bluetooth5 0 finder airtag theo dõi finder định vị cho iphone ipad mac 1 shaven219,negative,negative,clear_negative_rule,product_quality,price_value,2,phi tien; mua phi,False,product_quality_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (1).csv,66,"Giao thiếu hàng , cách giai quyết lòng vòng",giao thiếu hàng cách giai quyết lòng vòng,negative,negative,clear_negative_rule,wrong_missing_item,wrong_missing_item,2,giao thieu; thieu hang,False,wrong_missing_item_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (1).csv,73,Shop giao nhầm hàng. Đặt 10 bịch to shop đi giao bịch bé. Chán luôn,shop giao nhầm hàng đặt 10 bịch to shop đi giao bịch bé chán luôn,negative,negative,clear_negative_rule,wrong_missing_item,wrong_missing_item,2,giao nham; shop giao nham,False,wrong_missing_item_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (5).csv,64,"Đúng với mô tả: Không đúng Rách như thế này còn giao đến khách hàng, đóng gói sơ sài, giấy bị bẩn. Này là vết rách trước khi giao hàng. Không phải do đơn vị vận chuyển vì bao nhựa bọc ngoài còn nguyên. Quá gớm. Sẽ không quay lại mua 0:07 [Deli VPP] 500 Tờ Giấy A4 Deli Giấy In Photo Cao Cấp Chính Hãng Loại Dày - Giấy Vẽ Chống Lóa Mỏi Mắt",đúng với mô tả khong đúng rách như thế này còn giao đến khách hàng đóng gói sơ sài giấy bị bẩn này là vết rách trước khi giao hàng khong phải do đơn vị vận chuyển vì bao nhựa bọc ngoài còn nguyên quá gớm sẽ khong quay lại mua 0 07 deli vpp 500 tờ giấy a4 deli giấy in photo cao cấp chính hãng loại dày giấy vẽ chống lóa mỏi mắt,negative,negative,clear_negative_rule,packaging,packaging,2,dong goi so sai; goi so sai,False,packaging_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (4).csv,71,"(Hình ảnh và video chỉ mang tính chất nhận xu) Shop kêu mặc size M thì dài , nhưng khi mua về thì áo lại rất ngắn . Vải thì ok lắm Do dịch bệnh nên giao hơi lâu tận 1 tháng mới nhận được 0:05",hình ảnh và video chỉ mang tính chất nhận xu shop kêu mặc size m thì dài nhưng khi mua về thì áo lại rất ngắn vải thì ok lắm do dịch bệnh nên giao hơi lâu tận 1 tháng mới nhận duoc 0 05,neutral,neutral,clear_neutral_rule,spam_irrelevant,spam_irrelevant,2,nhan xu; video chi mang tinh,False,spam_irrelevant_priority_rule; spam_or_irrelevant_neutral,reviewed_by_rule_and_context
shopee_issue_candidates (4).csv,17,Giao sai màu,giao sai màu,negative,negative,clear_negative_rule,wrong_missing_item,wrong_missing_item,2,giao sai; sai mau,False,wrong_missing_item_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
shopee_issue_candidates (2).csv,112,"Chất lượng sản phẩm: TỆ Nhận hàng 27/2/2025 đến hôm nay quay lại đánh giá là 23/3/2025. Chưa được 1 tháng dây đã hỏng. Sạc thì cầm cũng nặng tay. Trông thì cũng xịn mà không ăn thua. Không xứng đáng với giá tiền 1 tí nào. Cắm không vào điện nữa luôn, lúc sạc được lúc không. Trong mấy ngày đầu còn thời hạn trả hàng thì không phát sinh vấn đề. Hết ngày trả hàng là đã có hiện tượng lúc sạc được lúc không. Nhắn tin cho shop hỏi bảo hành cũng không giải quyết được. Tóm lại là KHÔNG NÊN MUA CHO PHÍ TIỀN RA 0:11 UGREEN Bộ sạc nhanh Type-C 30w 20w PD 3.0 Wall Charger USB-C Power Adapter thích hợp cho for iPhone 15/15 Mini/14 Pro/13 Pro Max/12/11/XR, Galaxy, Pixel 4/3 4 leminhhoan1968",chất lượng san pham tệ nhận hàng 27 2 2025 đến hôm nay quay lại đánh giá là 23 3 2025 chua duoc 1 tháng dây đã hỏng sạc thì cầm cũng nặng tay trông thì cũng xịn mà khong ăn thua khong xứng đáng với giá tiền 1 tí nào cắm khong vào điện nữa luôn lúc sạc duoc lúc khong trong mấy ngày đầu còn thời hạn trả hàng thì khong phát sinh vấn đề hết ngày trả hàng là đã có hiện tượng lúc sạc duoc lúc khong nhắn tin cho shop hỏi bảo hành cũng khong giải quyết duoc tóm lại là khong nên mua cho phí tiền ra 0 11 ugreen bộ sạc nhanh type c 30w 20w pd 3 0 wall charger usb c power adapter thích hợp cho for iphone 15 15 mini 14 pro 13 pro max 12 11 xr galaxy pixel 4 3 4 leminhhoan1968,negative,negative,clear_neutral_rule,seller_service,price_value,2,khong xung; phi tien,False,seller_service_priority_rule; clear_complaint_negative,reviewed_by_rule_and_context
