review_text,sentiment_label,issue_label
"Đúng với mô tả: không kiểu Tôi mua màu xanh cái hộp thì lại màu đen Chất lượng sản phẩm: tạm Quạt thì cũng mát nhưng ở cách gói hàng và cách bán không ổn nếu bạn nhìn kỹ thì trong này Tôi đặt màu xanh nhưng cái hộp lại màu đen và cái hộp còn bị móp méo nữa chứng tỏ một điều là cái hàng mà tôi mua đã có người từng xài rồi vì người ta trả hàng không có hộp nên họ phải lấy hộp khác bỏ vào và còn một điều nữa là phía dưới của cây quạt nó bị trầy xước rất nhiều thêm cái đồ sạc nữa kiểu như là không biết để quá lâu hay là đã có người từng xài rồi nhưng đồ sạc rất lỏng lẻo Nếu bạn nhìn kỹ video thì bạn sẽ thấy kiểu như khi tôi bẻ đồ sạc đó là cái máy quạt nó sẽ vô pin nhưng nếu mà để thẳng á là nó bị lỏng rồi nó không vô pin liền , sản phẩm thì tôi đã đặt vì trong đó nó ghi là loại 1 nên là tôi nghĩ nó sẽ tốt nhưng không ngờ nó lại chất lượng sản phẩm như vậy",negative,packaging
Đúng với mô tả: Đúng Chất lượng sản phẩm: Không Hàng bị bể nhưng đang cần sử dụng nên đành nhận thôi,negative,damaged_defective
Đúng với mô tả: ok Chất lượng sản phẩm: tốt Giao sai 1 màu 4★,positive,no_issue
"Đúng với mô tả: như hình Chất lượng sản phẩm: Okay 👌 Dung lượng pin nhỏ mau hết PIN nhưng sạc đầy cũng nhanh🔋 Nút bấm dễ hư, sử dụng lần thứ 2 là hư",negative,damaged_defective
"Chất liệu: Nhựa Giá đỡ: ổn Kích thước: nhỏ gọn Nhanh hết pin , không mát lắm và ồn",negative,damaged_defective
Nên cân nhắc trc khi mua quạt rẻ. Ồn mà gió k mát. Ảnh chỉ nang tính chast,positive,no_issue
"Đúng với mô tả: mua mua màu xanh lá giao xanh dương Chất lượng sản phẩm: pin lỏng lẻo,nắp dễ rớt Đóng gói sơ sài, hộp bị móp,và quạt nhớt",negative,packaging
Đúng với mô tả: ko Chất lượng sản phẩm: bị đứt dây điện của quạt,negative,damaged_defective
"Quạt bật lên có kêu rè rè do ma sát với dây điện, dây điện dán bằng súng bằng keo không chắc lắm nhưng có thể tự dán lại. Quạt có năm chế độ, cũng mát không đến nỗi tệ. Độ hoàn thiện vừa phải nhưng với giả cả thế này thì cũng bình thường",negative,damaged_defective
"Đúng với mô tả: đúng màu T dùng voucher nên nó rẻ 🥰, shop sợ lỗ hay sao gửi t cái dùng rồi hay sao á , nó bẩn điên luôn á 💔💔",positive,no_issue
Đúng với mô tả: đúng Chất lượng sản phẩm: hơi tệ Sạc 100% mà gió không bằng 1/4 cái quạt tặng,negative,product_quality
"Chất lượng sản phẩm: đúng Đúng với mô tả: ko, đặt màu đen nhưng lại giao màu xanh khá thất vọng về shop 😥",negative,damaged_defective
"Chất liệu: nhựa Giá đỡ: có Kích thước: dễ cầm, nhẹ tay Quạt có 5 mức, nhưng yếu lắm, quạt ko đc mạnh vs mát lắm nha. Lúc giao hàng về hộp bị méo móp. Ko có dây đeo cổ",negative,packaging
nhựa không tốt dễ vỡ và pin cũng không sài được lâu,negative,damaged_defective
"Đúng với mô tả: hinh ảnh mang tinh chat nhan xu Chất lượng sản phẩm: quá tệ Quạt quá tệ, y như đồ bỏ đi. Chẳng mát chút nào. Ko nên mua mọi người nhé",positive,no_issue
"quạt bị lỗi, cong mất một bên nhìn rất xấu. chế độ thì 5 nấc nhưng rất nhẹ, quạt không mát tí nào",negative,damaged_defective
Đúng với mô tả: sai màu sắc Ok,negative,wrong_missing_item
"Quạt rẻ, tôt. Nhưng quạt k mát",negative,damaged_defective
Mua về vừa mở ra thấy nắp bị gãy,negative,damaged_defective
Đúng với mô tả: ko đúng với mô tả lắm Chất lượng sản phẩm: nhanh hết pin,negative,product_quality
"Đúng với mô tả: hàng chất lượng kém , pin nhanh hết , không mát lắm 🥲",negative,product_quality
"Chất lượng sản phẩm: tạm ổn Đúng với mô tả: không Sản phẩm: Sản phẩm giả mạo, Sản phẩm không như mô tả Tôi đã bị lừa 😭 đây áo hàng nhái! Shop giao đúng màu, đúng cỡ, áo lành lặn không vấn đề, không bẩn, đóng gói kĩ, shop có che tên sp, giao hàng nhanh. Số đo chân ngực của mình là 65, đỉnh 75, mặc vừa vặn. Mút liền, phần xốp nó cứ thô thô ráp ráp kiểu gì ấy, mặc vào cảm giác nó không mềm mại thoải mái cho lắm, mà nó cũng không có tạo độ căng, độ độn lên cơ:))) chán. Phần vải thì mình cũng thấy khá thô ráp, và cũng hơi mỏng ấy. Nhưng mà đây là hàng nhái ấy trời=))) Trên hình mình có ảnh chụp so sánh 2 áo, áo dưới là áo thật, áo trên là của shop, nó khác nhau 1 trời 1 vực luôn ấy. Cũng cũng là áo tên ""sports belt"" này, mình mua ở bên ngoài, giá cũng 40k hay 60k ấy (lâu rồi mình không nhớ lắm), mút nó dày chắc phải gấp đôi mút áo này, vải áo cũng dày dặn hơn, mà hơn thế nữa là ở cả phần mặt ngoài và phần mặt trong của mút ngực có thêm 1 lớp vải nữa (vải vẫn liền với áo nhưng tách rời khỏi mút), chứ không như áo bên shop là=))) Dây áo có hình trái tim nữa nè, cò dây áo bên shop là trơn luôn. À à, cái áo trước mình mua là giống y như trên hình quảng cáo của shop đấy, nhưng còn áo shop giao thì khác rất nhiều so với quảng cáo nhe. Chung quy thì áo mặc tạm ổn, với giá này thì hơi đắt=) Trước mình cũng mua 1 áo fake khác trên Shopee, giá gốc 35k, áp mã còn có chưa tới 30k nhưng mà mặc nó còn thoải mái hơn áo này, ngực áo còn có độ phồng, vải mịn hơn. Sẽ không quay lại shop này",negative,packaging
"Màu sắc: xanh Đúng với mô tả: ko Chất liệu: ko biết Vô cùng thất vọng, áo chưa kịp mặc đã đứt phần quai:))), để mấy hôm còn tuột hết cả chỉ cơ. Về các phần khác thì khá ổn, đẹp hơn nhiều shop. Mua được với giá 9k thì chắc cũng ko nên mong đợi từ shop:))). Mọi người nên cân nhắc nha. Vì mua được với giá rẻ nên cho shop thêm 1 sao nữa:))",positive,no_issue
"Đúng với mô tả: đúng mô tả Chất lượng sản phẩm: thun Mình đặt 4 quần lót đúng mô tả , mình thấy giá cả phù hợp với chất lượng sản phẩm, riêng 2 dây ngực thì chọn size lại không đúng mô tả , giờ quá xa để đổi trả mà đặt mặt k vừa rất đáng tiếc ! Shop cần xem lại kích cỡ để khách tham khảo cho đúng nha ! Chứ đặt để mặc chứ đổi trả không ai muốn mất thời gian lại tốn tiền ship",positive,no_issue
"Sản phẩm: Sản phẩm không như mô tả Đây là hàng loại 2, quảng cáo loại 1, không có lớp lót, không co dãn, không đẹp bằng hàng loại 1",negative,damaged_defective
"Form áo rất chật mặc dù ngực mình bé và người mình nhỏ nhưng mặc vẫn không được thoả mái. Form áo không tôn vòng một, mặc vô ngực bé lắm, form áo nó cứ ọp ẹp ấy. May mua một cái mặc thử, chứ đọc fb nhiều bạn khen xong mua về bị thất vọng ấy. Nhưng mà vì giá tiền rẻ nên không tránh được",negative,damaged_defective
"cũng đc mua 2c giao lộn hết 1c ròi, shop xin lỗi mà giải quyết bằng cách cho voucher giảm giá khi mua hoá đơn 99k, v là phải mua thêm he gì? là xin lỗi dữ chưa, làm tốn tiền đặt thêm 1c màu khác để mặc đồ",negative,damaged_defective
"Áo lót hở lưng hình như không giống như trước, trước đây đã mua bên tipi áo khá dày dặn và form okay tuy nhiên đợt này khá thất vọng, áo mỏng và dây áo cũng lỏng lẻo",negative,damaged_defective
"Áo đúng hình, shop ghi sai kích cỡ. Size M ghi 70-75. M đo có 65cm, báo shop thì nhận trả lời ko có chuyện đó vì khách khác mặc bình thường. Đồ lót thì shopee ko cho hủy. Tự dưng nhận hàng ko mặc được lại mất tiền tâm trạng rất tệ",negative,damaged_defective
Áo với quần giao không đúng cho mình Thiếu đồ áo mình mặc k vừa,negative,size_fit
"Shop giao hàng kh đủ, lần đầu mình kh quay lại đoạn khui hàng nên giải quyết vào đơn sau, shop có báo là sẽ giao lại vào lần sau khi mình mua nhưng mà lần thứ 2 shop vẫn giao thiếu. Có ib cho shop shop đưa ra 2 phương thức nhưng mà khi bảo shop rep shop oki nhưng kh rep. Sản phẩm cũng oki ạ dù cái áo mình kh đc bao nhiêu ạ nhưng thất vọng xí ạ",negative,wrong_missing_item
Đúng với mô tả: size ghi 38/85 mà bé hơn cả Size 75 mình 58kg ngực có 82 mà ko nhét nổi mà shop báo vòng 84 -90 . quá thất vọng Sản phẩm: Sản phẩm không như mô tả,negative,damaged_defective
"Đúng với mô tả: tạm Chất lượng sản phẩm: 😕 Mình có yêu cầu hoàn trả hàng do mình theo số đo bảng size của shop đưa nhưng bị kích mang không vừa, nhưng không được hoàn trả, khá bất lực, chất cũng tạm, có điều bị mỏng. Ai sợ lộ thì mua loài khác dày hơn tí đi, chư này thấy mỏng nhé",negative,damaged_defective
Đúng với mô tả: 4/10 lần đầu mua đồ mà thất vọng như này.đúng là của rẻ là của ôi thiu mà.hình ảnh chỉ mang tính chât minh họa,positive,no_issue
"Chất lượng sản phẩm: bth Đúng với mô tả: đúng Mình pass 2 áo trắng sz 34 vì đặt nhầm,áo hơi chật nhé, lấy đúng sz vẫn bị kích. Dây áo ngắn nên mặc có cảm giác khó chịu, thường xuyên phải kéo xuống vì cứ hoạt động mạnh là áo bị kéo lên",negative,damaged_defective
"Đồ lót nhưng thun rất kém, không co giãn, do đồ lót nên mình k muốn trả... nhưng đồ lót thì mn nên đầu tư đi mua chọn loại có giá tốt hơn, thấy nhiều ng mua nên mình mua thử mà chất lượng kém quá",negative,damaged_defective
"Đúng với mô tả: sp kém hơn so vs mô tả Màu sắc: đen Chất liệu: vải hơi ráp áo mỏng , chất lượng kém",negative,material_comfort
Đúng với mô tả: k đ Màu sắc: ghi Chất liệu: mỏng K ngờ nó mỏng lễ mỏng lét như v luôn á mang như k mang ý chẳng nâng ngực tẹo nào .phí tiền mua,negative,damaged_defective
"shop tư vấn không đúng size, nhắn đổi trả thì không trả lời. Màu ghi nhạt không giống ảnh( không đẹp)",negative,size_fit
"Chất lượng sản phẩm: nhựa Đúng với mô tả: lấy hàng ko chọn lọc kỹ, bị xước, mòn như hàng đã sử dụng Hơi thất vọng một chút, hi vọng đơn hàng sau sẽ caia thiện hơn... dù giá trị ko cao lắm",negative,damaged_defective
"Sản phẩm: Hàng lỗi hoặc bị hư hỏng Loại 7kg Nhưng Đổ Hết Sức,Làm Mọi Cách Cũng chỉ được từ 6kg - 6,5kg...Đã Đổi Sang Cân Khác Cũng Vậy...Liên Hệ Shop Thì K Phản Hồi...Nghi Ngờ Bị Lỗi Khuôn Nhưng Liên Hệ K Phản Hồi...Quá Bức Xúc",negative,damaged_defective
Đúng với mô tả: đúng Nắp đậy không vừa dễ rớt phải dán băng keo nhưng chưa biết có giữ được không?,positive,damaged_defective
"Chất lượng sản phẩm: bị trầy xước , ko đẹp nhưng tạm chấp nhận",positive,damaged_defective
Đúng với mô tả: đúng Chất lượng sản phẩm: bình thường 4 cái thì vỡ mất 1 cái,negative,damaged_defective
Đúng với mô tả: ko Chất lượng sản phẩm: tệ Mang tiếng là top 3 shop bán tạ bán chạy nhất shopee mà shop giao thiếu nắp đậy Xong ship hàng bố láo làm móp tạ dẫn đến bị thủng lỗ Đặt tạ 4kg mà đo cân có mỗi 2kg? (Hình ảnh mang tính chất lấy xu vì máy bị đơ cam ko chụp đc sp),negative,packaging
"Đúng với mô tả: khá đúng Chất lượng sản phẩm: tốt Mình mua đc hai ngày cái nó xì ra ,ko làm j lủng cug xì",positive,no_issue
Đúng với mô tả: ko bóng sấu Bonga bị méo phải màu nhưng bóng rất nhẹ và có mùi hôi rất khó chịu nhưng ship rất nhanh,negative,damaged_defective
"Sản phẩm: Sản phẩm chất lượng kém Shop gửi hàng nhanh, tuy nhiên chất lượng kém. Mình nhận hnay 2 đưa trẻ đá mà đã thấy xước. Hàng như kiểu tồn kho thấy ghi năm 2023-2024 trên quả bóng",negative,damaged_defective
Chất lượng sản phẩm: binh thuong Đúng với mô tả: te Tôi mơi đá đc 2 hôm mà bóng đã bung chỉ Cho shop 2 sao vì cái bơm tốt,positive,no_issue
Chất lượng sản phẩm: không tốt mới đá đc 3 4 quả đã nổ. bóng 2 lớp. bóng đá mạnh xíu đã bị nổ không thể dùng để đá chs -)))))))))))))). lúc đó bóng vỡ khiến tôi cảm thấy rất tệ,negative,damaged_defective
"Đúng với mô tả: 60% Chất lượng sản phẩm: tạm Bóng ko hề tròn cứ méo méo ấy, bơm một chút lại xẹp lép bóng thì nhăn nheo vài chỗ:((((còn phụ kiện thì đủ. nói chung thì với cái giá này thi cũng ko đòi hỏi đc nhưng bóng tệ thế này thì",negative,damaged_defective
Đúng với mô tả: Đúng Chất lượng sản phẩm: Tệ Mua về chưa kịp đá,negative,damaged_defective
Bóng mới mua đá nhẹ nhàng mấy phát mà rách cả phần da 2 phát to đùng. Biết là bóng rẻ tiền thì chất lượng ko tốt nhưng cũng với giá đó sang shop khác nó bền hơn nhiều,positive,damaged_defective
Đúng với mô tả: ko giống như trên hình ảnh? chất lượng kém,negative,damaged_defective
"Mình đã nhận được bóng! Lúc nhận thấy khá tốt, bơm căng đẹp, nhưng chỉ được 15-20 phút sau là bóng xẹp dần. Mình có trao đổi với shop là bóng bị lỗi, shop nói đồng ý hoàn tiền, nhưng không tích cực hỗ trợ khách hàng. Vì đơn mình đã xác nhận nhận hàng nên chỉ có thể chọn hoàn tiền trả hàng trên hệ thống, nhưng shop lại bảo không trả hàng… như vậy sao mình yêu cầu hoàn tiền được??? Thực sự hơi thất vọng",negative,damaged_defective
"Chất lượng sản phẩm: cũng cũng Đúng với mô tả: sai Sản phẩm: Sản phẩm không như mô tả, Sản phẩm chất lượng kém trên hình là ép nhiệt nhưng về tay là bóng được may bằng chỉ lộ ra ngoài, ống bơm thì không bơm đc chất liệu dễ bong tróc nhưng rất đẹp",positive,damaged_defective
"Độ nảy: mong Chất lượng: kem Bóng chất lượng kém, đường may sơ sài, đá mấy cái đã muốn bung chỉ. Bán bóng mà ko có cái kim đi kèm. Mua về phải chạy đi mua kim. Shop gì mà ki bo kẹt xỉ. Không nên mua ưa",negative,damaged_defective
Đúng với mô tả: đúng như trên hình Chất lượng sản phẩm: ổn Sản phẩm: Sản phẩm không như mô tả Đúng như trên hình như shop ghi tặng kèm bơm về chả thấy bơm đâu,negative,damaged_defective
Chất lượng sản phẩm: tệ Mới bơm lên chưa j đã bị phòng rách da bóng hết trong khi đó bơm còn chưa cứng mà bị như v Chất lượng quá tệ ko nên mua,negative,damaged_defective
"Bóng nhìn chắc chắn, màu sắc đẹp nhưng đá 2 ngày đã bung chỉ khâu. Đúng tiền nào của đó",negative,damaged_defective
"Đúng với mô tả: không đúng vs mô tả Chất lượng sản phẩm: dễ rách Sản phẩm: Sản phẩm không như mô tả, Sản phẩm chất lượng kém Shop nói bóng này 5 lớp nhưng lúc mình nhận bóng thì cầm thấy nhẹ tay và lúc rách mình thấy có 1 lớp da bên ngoài và không đúng như miêu tả của shop là bóng 5 lớp da.(Mn và shop zoom lên sẽ thấy rõ)",negative,damaged_defective
Bóng rất đẹp nhưng đá đc vài quả bị rách chỉ,negative,damaged_defective
Đúng với mô tả: k Chất lượng sản phẩm: k tốt Bóng mua về vừa bơm lên chưa cả căng đã nứt toác cả ra. Nói chung là k ưng vì sản phẩm bị lỗi lớn như vậy,positive,no_issue
Bóng thì nhăn nheo lúc vừa đá thì rách luôn một lỗ,negative,damaged_defective
"Chất lượng sản phẩm: ổn Đúng với mô tả: ổn giao thiếu hàng, k có ống bơm, xì, đựng banh TỆ",negative,wrong_missing_item
Chất lượng sản phẩm: bóng da Đúng với mô tả: đúng Bị lủng 1 lỗ nha shop,negative,damaged_defective
Chất lượng sản phẩm: da mềm lên dễ rách Đúng với mô tả: đúng với mô tả nhưng chất lượng hơi kém,negative,damaged_defective
"Chất lượng sản phẩm: tạm Đúng với mô tả: trên shop 1 hình nhận về 1 hình khác Mới đá đã rách đường viền bóng , hàng đá tạm",negative,damaged_defective
"Bóng quá tệ, chỉ khâu thì bung hết, bóng thì méo mó. Nói chung chất lượng quá tê. Khuyên thật mọi người không nên mua. Tui là người mua chính thức đừng xem mấy phản hồi 5 sao của bọn nó thuê để cmt nữa. Bỏ tiền ra mua quả bóng nhìn mà thấy chán",negative,damaged_defective
Bóng ko giống trên hình đá đc 1 trận là rách độ bền quá kém,negative,damaged_defective
Độ nảy: độ nảy bóng tốt Chất lượng: quá ít lớp bóng mỏng Sản phẩm: Sản phẩm chất lượng kém Bóng chất lượng quá kém về hình thức khá đẹp nhưng khi vừa bơm căng lên bóng đã nổ rồi,positive,damaged_defective
Chất lượng sản phẩm: snc Đúng với mô tả: thiéu shop đề tặng bơm và túi đựng mà k hề có cái j. đọc kĩ ctm thấy nhiều quả đá vài tiếng vỡ. hoang mang quá cơ,negative,damaged_defective
"Đúng với mô tả: banh lỗi Chất lượng sản phẩm: bung chỉ,lủng không sài được Không chất lượng",negative,damaged_defective
Đúng với mô tả: đúng Chất lượng sản phẩm: kém Đá tí tuột chỉ,negative,product_quality
